"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"1135","C10H2O10N2",NA,"condensed aromatic","condensed aromatic",1.3333,2.4,0.2,1,-1,11,-0.1
"1136","C9H2O9N4",NA,"condensed aromatic","condensed aromatic",5,3.1111,0.22,1,-2,11,-0.2222
"1137","C14H5O2N3S1P1",NA,"condensed aromatic","condensed aromatic",1.0625,0.7143,0.36,0.14,7.5,14.5,0.5357
"1138","C8H10O7N2S2",NA,"unsaturated/lignin","unsaturated/lignin",-5,1.75,1.25,0.88,-6,5,-0.75
"1139","C12H11O3N1P3",NA,"aromatic","aromatic",0.6154,-0.1667,0.92,0.25,2.5,9.5,0.2083
"1140","C7H10O6N4S2",NA,"condensed aromatic","condensed aromatic",2,2.5714,1.43,0.86,-7,5,-1
"1141","C11H6O9N2",NA,"condensed aromatic","condensed aromatic",0.7778,1.6364,0.55,0.82,-1,10,-0.0909
"1142","C12H12O2N2S1P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0,1,0.17,2,9,0.1667
"1143","C8H10O9N2S1",NA,"unsaturated/lignin","unsaturated/lignin",-5,2,1.25,1.12,-7,5,-0.875
"1144","C12H9O7N1P1",NA,"aromatic","aromatic",0.6154,0.6667,0.75,0.58,0.5,9.5,0.0417
"1145","C12H12O4N2P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0.1667,1,0.33,1,9,0.0833
"1146","C9H14O6N2S2",NA,"aliphatic","aliphatic+N",-1.5,0.8889,1.56,0.67,-6,4,-0.6667
"1147","C17H13O1N1S1P1",NA,"condensed aromatic","condensed aromatic",0.6667,-0.3529,0.76,0.06,8.5,12.5,0.5
"1148","C18H14O1S2",NA,"aromatic","aromatic",0.6129,-0.4444,0.78,0.06,9,12,0.5
"1149","C13H14O5N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,0.3077,1.08,0.38,0,8,0
"1150","C9H14O10N2",NA,"aliphatic","aliphatic+N",-1.5,1.3333,1.56,1.11,-8,4,-0.8889
"1151","C18H14O3S1",NA,"aromatic","aromatic",0.6129,-0.3333,0.78,0.17,8,12,0.4444
"1152","C11H18O8S1",NA,"aliphatic","aliphatic",-0.3333,0,1.64,0.73,-6,3,-0.5455
"1153","C11H20O6P2",NA,"aliphatic","aliphatic",-0.3333,-0.7273,1.82,0.55,-5,3,-0.4545
"1154","C8H14O9N4",NA,"condensed aromatic","condensed aromatic",9,2,1.75,1.12,-9,4,-1.125
"1155","C14H17O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3158,-0.2857,1.21,0.36,0.5,7.5,0.0357
"1156","C7H14O8N6",NA,"condensed aromatic","condensed aromatic",2,2.8571,2,1.14,-10,4,-1.4286
"1157","C11H14O5N6",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,1.2727,1.27,0.45,-3,8,-0.2727
"1158","C11H21O7N1P1",NA,"aliphatic","aliphatic+N",-0.5455,-0.3636,1.91,0.64,-6.5,2.5,-0.5909
"1159","C15H21O4N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2273,-0.6667,1.4,0.27,0.5,6.5,0.0333
"1160","C8H18O7N6",NA,"condensed aromatic","condensed aromatic",4.3333,1.75,2.25,0.88,-10,3,-1.25
"1161","C12H26O3N2S2",NA,"aliphatic","lipid",-0.6923,-0.8333,2.17,0.25,-6,1,-0.5
"1162","C12H26O5N2S1",NA,"aliphatic","lipid",-0.6923,-0.6667,2.17,0.42,-7,1,-0.5833
"1163","C16H25O3N1P1",NA,"aliphatic","aliphatic+N",0.16,-1,1.56,0.19,0.5,5.5,0.0312
"1164","C9H22O6N6",NA,"aliphatic","lipid",-Inf,0.8889,2.44,0.67,-10,2,-1.1111
"1165","C13H26O8",NA,"aliphatic","lipid",-0.3333,-0.7692,2,0.62,-7,1,-0.5385
"1166","C13H22O3N6",NA,"aliphatic","aliphatic+N",-0.2727,0.1538,1.69,0.23,-3,6,-0.2308
"1167","C10H22N12",NA,"condensed aromatic","condensed aromatic",3,1.4,2.2,0,-6,6,-0.6
"1168","C15H30O1N6",NA,"aliphatic","lipid",-0.2941,-0.6667,2,0.07,-3,4,-0.2
"1169","C20H38O2",NA,"aliphatic","aliphatic",0.0526,-1.7,1.9,0.1,0,2,0
"1170","C13H14O3P3",NA,"unsaturated/lignin","unsaturated/lignin",0.4706,-0.6154,1.08,0.23,2.5,8.5,0.1923
"1171","C21H13N1S1",NA,"condensed aromatic","condensed aromatic",0.7368,-0.381,0.62,0,14,16,0.6667
"1172","C13H16O5N2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2667,0,1.23,0.38,-0.5,7.5,-0.0385
"1173","C13H28S3P1",NA,"aliphatic","lipid",-0.3889,-1.6923,2.15,0,-3.5,0.5,-0.2692
"1174","C13H28O2S2P1",NA,"aliphatic","lipid",-0.3889,-1.5385,2.15,0.15,-4.5,0.5,-0.3462
"1175","C12H25O6N1S1",NA,"aliphatic","lipid",-0.5714,-0.6667,2.08,0.5,-7,1,-0.5833
"1176","C13H28O4S1P1",NA,"aliphatic","lipid",-0.3889,-1.3846,2.15,0.31,-5.5,0.5,-0.4231
"1177","C12H25O8N1",NA,"aliphatic","lipid",-0.5714,-0.5,2.08,0.67,-8,1,-0.6667
"1178","C14H17N9",NA,"unsaturated/lignin","unsaturated/lignin",0.4,0.7143,1.21,0,2,11,0.1429
"1179","C18H21O2N3",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.4444,1.17,0.11,5,10,0.2778
"1180","C10H28O1N6S1P1",NA,"aliphatic","lipid",-5.3333,-0.6,2.8,0.1,-8.5,0.5,-0.85
"1181","C9H2O3N2S2P2",NA,"condensed aromatic","condensed aromatic",2.3333,1.5556,0.22,0.33,2,11,0.2222
"1182","C9H2O5N2S1P2",NA,"condensed aromatic","condensed aromatic",2.3333,1.7778,0.22,0.56,1,11,0.1111
"1183","C8H8O5S4",NA,"unsaturated/lignin","unsaturated/lignin",-1,1.25,1,0.62,-4,5,-0.5
"1184","C15H4O2S3",NA,"condensed aromatic","condensed aromatic",0.9091,0.4,0.27,0.13,9,14,0.6
"1185","C12H10S3P2",NA,"aromatic","aromatic",0.5714,-0.3333,0.83,0,4,9,0.3333
"1186","C5H7O5N5S2P1",NA,"condensed aromatic","condensed aromatic",0.9091,4.4,1.4,1,-7.5,5.5,-1.5
"1187","C15H6O4P2",NA,"condensed aromatic","condensed aromatic",0.9091,0.1333,0.4,0.27,8,14,0.5333
"1188","C8H11O6N1S2P1",NA,"unsaturated/lignin","unsaturated/lignin",-2.5,1,1.38,0.75,-5.5,4.5,-0.6875
"1189","C13H12O1S4",NA,"unsaturated/lignin","unsaturated/lignin",0.4118,-0.1538,0.92,0.08,3,8,0.2308
"1190","C10H4O10N2",NA,"condensed aromatic","condensed aromatic",1,2.2,0.4,1,-2,10,-0.2
"1191","C15H7O3N1S1P1",NA,"condensed aromatic","condensed aromatic",0.8571,0.2667,0.47,0.2,7.5,13.5,0.5
"1192","C11H7O8N1P1",NA,"condensed aromatic","condensed aromatic",0.7,1.0909,0.64,0.73,-0.5,9.5,-0.0455
"1193","C18H4O2N2S1",NA,"condensed aromatic","condensed aromatic",1,0.4444,0.22,0.11,13,18,0.7222
"1194","C12H13O3N1P3",NA,"unsaturated/lignin","unsaturated/lignin",0.4615,-0.3333,1.08,0.25,1.5,8.5,0.125
"1195","C8H12O9N2S1",NA,"aliphatic","aliphatic+N",-7,1.75,1.5,1.12,-8,4,-1
"1196","C10H16O7S2",NA,"aliphatic","aliphatic",-0.5556,0.2,1.6,0.7,-6,3,-0.6
"1197","C11H11O6N3P1",NA,"unsaturated/lignin","unsaturated/lignin",0.375,0.9091,1,0.55,-1.5,8.5,-0.1364
"1198","C9H15O9N1P1",NA,"aliphatic","aliphatic+N",-1.2,0.6667,1.67,1,-7.5,3.5,-0.8333
"1199","C11H7O1N9P1",NA,"condensed aromatic","condensed aromatic",6,2,0.64,0.09,2.5,13.5,0.2273
"1200","C17H12O6",NA,"aromatic","aromatic",0.6429,0,0.71,0.35,6,12,0.3529
"1201","C20H12N2S1",NA,"condensed aromatic","condensed aromatic",0.7647,-0.2,0.6,0,13,16,0.65
"1202","C11H20O8S1",NA,"aliphatic","aliphatic",-0.5,-0.1818,1.82,0.73,-7,2,-0.6364
"1203","C13H16O7N2",NA,"unsaturated/lignin","unsaturated/lignin",0.2,0.3077,1.23,0.54,-2,7,-0.1538
"1204","C14H19O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2105,-0.4286,1.36,0.36,-0.5,6.5,-0.0357
"1205","C15H15O1N5P1",NA,"aromatic","aromatic",0.5882,0.1333,1,0.07,4.5,11.5,0.3
"1206","C7H16O8N6",NA,"condensed aromatic","condensed aromatic",2.3333,2.5714,2.29,1.14,-11,3,-1.5714
"1207","C15H22O3P2",NA,"unsaturated/lignin","unsaturated/lignin",0.2174,-1.0667,1.47,0.2,1,6,0.0667
"1208","C10H25O2N3P3",NA,"aliphatic","lipid",-1.8333,-1.2,2.5,0.2,-6.5,1.5,-0.65
"1209","C11H24O4N2S2",NA,"aliphatic","lipid",-1,-0.5455,2.18,0.36,-7,1,-0.6364
"1210","C15H23O4N1P1",NA,"aliphatic","aliphatic+N",0.1364,-0.8,1.53,0.27,-0.5,5.5,-0.0333
"1211","C8H20O7N6",NA,"condensed aromatic","condensed aromatic",5,1.5,2.5,0.88,-11,2,-1.375
"1212","C19H23O1N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4242,-0.9474,1.21,0.05,6.5,9.5,0.3421
"1213","C11H24O8N2",NA,"aliphatic","lipid",-1,-0.1818,2.18,0.73,-9,1,-0.8182
"1214","C12H20O4N6",NA,"aliphatic","aliphatic+N",-0.5,0.5,1.67,0.33,-4,6,-0.3333
"1215","C13H16N10",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,1.0769,1.23,0,1,11,0.0769
"1216","C19H24N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.375,-0.8421,1.26,0,6,9,0.3158
"1217","C16H27O3N1P1",NA,"aliphatic","aliphatic+N",0.08,-1.125,1.69,0.19,-0.5,4.5,-0.0312
"1218","C9H24O6N6",NA,"aliphatic","lipid",-Inf,0.6667,2.67,0.67,-11,1,-1.2222
"1219","C17H28O3S1",NA,"aliphatic","aliphatic",0.1034,-1.1765,1.65,0.18,0,4,0
"1220","C13H24O3N6",NA,"aliphatic","aliphatic+N",-0.4545,0,1.85,0.23,-4,5,-0.3077
"1221","C14H28O2N6",NA,"aliphatic","lipid",-0.4286,-0.4286,2,0.14,-4,4,-0.2857
"1222","C16H36N6",NA,"aliphatic","lipid",-0.4,-1.125,2.25,0,-4,2,-0.25
"1223","C20H40O2",NA,"aliphatic","lipid",0,-1.8,2,0.1,-1,1,-0.05
"1224","C15H11O1N3S2",NA,"condensed aromatic","condensed aromatic",0.6842,0.2667,0.73,0.07,6,12,0.4
"1225","C12H26O3S2P1",NA,"aliphatic","lipid",-0.5333,-1.3333,2.17,0.25,-5.5,0.5,-0.4583
"1226","C14H23O1N3S2",NA,"aliphatic","aliphatic+N",-0.0588,-0.5714,1.64,0.07,-1,5,-0.0714
"1227","C17H19O3N3",NA,"unsaturated/lignin","unsaturated/lignin",0.44,-0.2353,1.12,0.18,4,10,0.2353
"1228","C15H27N3S2",NA,"aliphatic","aliphatic+N",-0.1,-0.9333,1.8,0,-1,4,-0.0667
"1229","C20H26O1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3784,-1.2,1.3,0.05,6.5,8.5,0.325
"1230","C13H23O4N5",NA,"aliphatic","aliphatic+N",-0.3333,0,1.77,0.31,-4,5,-0.3077
"1231","C14H19N9",NA,"unsaturated/lignin","unsaturated/lignin",0.2,0.5714,1.36,0,1,10,0.0714
"1232","C18H23O2N3",NA,"unsaturated/lignin","unsaturated/lignin",0.3571,-0.5556,1.28,0.11,4,9,0.2222
"1233","C15H27O2N3S1",NA,"aliphatic","aliphatic+N",-0.1,-0.8,1.8,0.13,-2,4,-0.1333
"1234","C16H27O5N1",NA,"aliphatic","aliphatic+N",0.04,-0.875,1.69,0.31,-2,4,-0.125
"1235","C17H30O3P1",NA,"aliphatic","aliphatic",0.069,-1.4118,1.76,0.18,-0.5,3.5,-0.0294
"1236","C9H2O3N2S4",NA,"condensed aromatic","condensed aromatic",1.6667,2,0.22,0.33,1,10,0.1111
"1237","C10H4O4S2P2",NA,"condensed aromatic","condensed aromatic",1,0.8,0.4,0.4,2,10,0.2
"1238","C7H6O6S4",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,2,0.86,0.86,-5,5,-0.7143
"1239","C8H2O2N4S4",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.75,0.25,0.25,0,10,0
"1240","C10H2O8S2",NA,"condensed aromatic","condensed aromatic",1,1.8,0.2,0.8,0,10,0
"1241","C7H8O6S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,1.1429,1.14,0.86,-5,5,-0.7143
"1242","C14H4O3S1P2",NA,"condensed aromatic","condensed aromatic",1,0.2857,0.29,0.21,8,14,0.5714
"1243","C12H3O2N3P3",NA,"condensed aromatic","condensed aromatic",1.5,0.8333,0.25,0.17,6.5,14.5,0.5417
"1244","C18H4S1P2",NA,"condensed aromatic","condensed aromatic",1,-0.1111,0.22,0,15,18,0.8333
"1245","C12H12S3P2",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.5,1,0,3,8,0.25
"1246","C11H4O2N6P2",NA,"condensed aromatic","condensed aromatic",2.5,1.6364,0.36,0.18,4,14,0.3636
"1247","C13H14O1S4",NA,"unsaturated/lignin","unsaturated/lignin",0.2941,-0.3077,1.08,0.08,2,7,0.1538
"1248","C17H5N3S1P1",NA,"condensed aromatic","condensed aromatic",1.0417,0.3529,0.29,0,12.5,17.5,0.7353
"1249","C13H5O5N3P1",NA,"condensed aromatic","condensed aromatic",1.0769,1.0769,0.38,0.38,4.5,13.5,0.3462
"1250","C14H6O7N2",NA,"condensed aromatic","condensed aromatic",0.8824,1,0.43,0.5,4,13,0.2857
"1251","C8H14O9N2S1",NA,"aliphatic","aliphatic+N",-9,1.5,1.75,1.12,-9,3,-1.125
"1252","C20H13O1N1P1",NA,"condensed aromatic","condensed aromatic",0.7429,-0.4,0.65,0.05,12.5,15.5,0.625
"1253","C14H6N10",NA,"condensed aromatic","condensed aromatic",1.75,1.7143,0.43,0,7,17,0.5
"1254","C13H17O6N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.1875,-0.1538,1.31,0.46,-1.5,6.5,-0.1154
"1255","C11H22O6S2",NA,"aliphatic","lipid",-0.6667,-0.5455,2,0.55,-7,1,-0.6364
"1256","C20H14N2S1",NA,"condensed aromatic","condensed aromatic",0.7059,-0.3,0.7,0,12,15,0.6
"1257","C9H18O10N2",NA,"aliphatic","carbohydrate",-2.5,0.8889,2,1.11,-10,2,-1.1111
"1258","C10H22O5N2S2",NA,"aliphatic","lipid",-1.5714,-0.2,2.2,0.5,-8,1,-0.8
"1259","C10H24O3N2S1P2",NA,"aliphatic","lipid",-1.5714,-1,2.4,0.3,-7,1,-0.7
"1260","C15H14O4N4",NA,"aromatic","aromatic",0.5556,0.4,0.93,0.27,3,11,0.2
"1261","C25H14",NA,"condensed aromatic","condensed aromatic",0.76,-0.56,0.56,0,19,19,0.76
"1262","C14H21O5N1P1",NA,"aliphatic","aliphatic+N",0.1053,-0.5714,1.5,0.36,-1.5,5.5,-0.1071
"1263","C7H18O8N6",NA,"condensed aromatic","condensed aromatic",2.6667,2.2857,2.57,1.14,-12,2,-1.7143
"1264","C11H18O5N6",NA,"aliphatic","aliphatic+N",-1,0.9091,1.64,0.45,-5,6,-0.4545
"1265","C15H26O1N2S2",NA,"aliphatic","aliphatic+N",-0.0476,-0.9333,1.73,0.07,-1,4,-0.0667
"1266","C15H25O4N1P1",NA,"aliphatic","aliphatic+N",0.0455,-0.9333,1.67,0.27,-1.5,4.5,-0.1
"1267","C8H22O7N6",NA,"condensed aromatic","condensed aromatic",5.6667,1.25,2.75,0.88,-12,1,-1.5
"1268","C12H22O4N6",NA,"aliphatic","aliphatic+N",-0.75,0.3333,1.83,0.33,-5,5,-0.4167
"1269","C22H22N2",NA,"aromatic","aromatic",0.55,-0.7273,1,0,11,13,0.5
"1270","C15H29N3S1P1",NA,"aliphatic","aliphatic+N",-0.15,-1.2,1.93,0,-1.5,3.5,-0.1
"1271","C16H30N2S2",NA,"aliphatic","aliphatic+N",-0.0833,-1.25,1.88,0,-1,3,-0.0625
"1272","C16H5O3N5",NA,"condensed aromatic","condensed aromatic",1.1053,1,0.31,0.19,9,17,0.5625
"1273","C13H17O2N1S3",NA,"unsaturated/lignin","unsaturated/lignin",0.125,-0.3077,1.31,0.15,0,6,0
"1274","C14H20S3P1",NA,"unsaturated/lignin","unsaturated/lignin",0.15,-1,1.43,0,1.5,5.5,0.1071
"1275","C10H20O5S2P1",NA,"aliphatic","lipid",-0.8889,-0.6,2,0.5,-6.5,1.5,-0.65
"1276","C13H5N11",NA,"condensed aromatic","condensed aromatic",3,2.1538,0.38,0,6,17,0.4615
"1277","C11H24O4S2P1",NA,"aliphatic","lipid",-0.75,-1.0909,2.18,0.36,-6.5,0.5,-0.5909
"1278","C10H21O8N1S1",NA,"aliphatic","lipid",-1.25,0,2.1,0.8,-9,1,-0.9
"1279","C18H20O3P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4516,-0.7778,1.11,0.17,5.5,9.5,0.3056
"1280","C11H17O6N5",NA,"aliphatic","aliphatic+N",-0.6667,0.9091,1.55,0.55,-5,6,-0.4545
"1281","C16H17O4N3",NA,"unsaturated/lignin","unsaturated/lignin",0.4545,0,1.06,0.25,3,10,0.1875
"1282","C17H20O2N2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4231,-0.5882,1.18,0.12,4.5,9.5,0.2647
"1283","C16H28O2S1P1",NA,"aliphatic","aliphatic",0.0385,-1.375,1.75,0.12,-0.5,3.5,-0.0312
"1284","C9H21N11S1",NA,"condensed aromatic","condensed aromatic",2.3333,1.5556,2.33,0,-7,5,-0.7778
"1285","C16H28O4P1",NA,"aliphatic","aliphatic",0.0385,-1.25,1.75,0.25,-1.5,3.5,-0.0938
"1286","C15H28O3N2P1",NA,"aliphatic","aliphatic+N",-0.0952,-1.0667,1.87,0.2,-2.5,3.5,-0.1667
"1287","C16H29O3N1S1",NA,"aliphatic","aliphatic+N",-0.04,-1.125,1.81,0.19,-2,3,-0.125
"1288","C17H32O1S1P1",NA,"aliphatic","aliphatic",0,-1.6471,1.88,0.06,-0.5,2.5,-0.0294
"1289","C9H2O7S1P2",NA,"condensed aromatic","condensed aromatic",1.4,1.5556,0.22,0.78,0,10,0
"1290","C7H10O6S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,0.8571,1.43,0.86,-6,4,-0.8571
"1291","C14H6O3S1P2",NA,"condensed aromatic","condensed aromatic",0.8947,0.1429,0.43,0.21,7,13,0.5
"1292","C10H4O12",NA,"condensed aromatic","condensed aromatic",0.75,2,0.4,1.2,-3,9,-0.3
"1293","C12H14S3P2",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.6667,1.17,0,2,7,0.1667
"1294","C9H16O2S5",NA,"aliphatic","aliphatic",-1.3333,-0.2222,1.78,0.22,-5,2,-0.5556
"1295","C11H8O11",NA,"unsaturated/lignin","unsaturated/lignin",0.4545,1.2727,0.73,1,-3,8,-0.2727
"1296","C9H11O2N5S2P1",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,1.3333,1.22,0.22,-2.5,7.5,-0.2778
"1297","C17H4O5N2",NA,"condensed aromatic","condensed aromatic",1,0.7059,0.24,0.29,10,17,0.5882
"1298","C6H12O7N4S2",NA,"condensed aromatic","condensed aromatic",1.8571,3,2,1.17,-10,3,-1.6667
"1299","C8H16O9N2S1",NA,"aliphatic","carbohydrate",-11,1.25,2,1.12,-10,2,-1.25
"1300","C12H15O7N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.1538,0.1667,1.25,0.58,-2.5,6.5,-0.2083
"1301","C13H16O7S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1765,0,1.23,0.54,-2,6,-0.1538
"1302","C10H20O9S1",NA,"aliphatic","carbohydrate",-1,0,2,0.9,-9,1,-0.9
"1303","C8H20O5N4S2",NA,"condensed aromatic","condensed aromatic",15,0.75,2.5,0.62,-10,1,-1.25
"1304","C9H20O8N2S1",NA,"aliphatic","lipid",-3,0.4444,2.22,0.89,-10,1,-1.1111
"1305","C13H19O6N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.0625,-0.3077,1.46,0.46,-2.5,5.5,-0.1923
"1306","C20H16N2S1",NA,"aromatic","aromatic",0.6471,-0.4,0.8,0,11,14,0.55
"1307","C9H20O10N2",NA,"aliphatic","carbohydrate",-3,0.6667,2.22,1.11,-11,1,-1.2222
"1308","C10H16O6N6",NA,"aliphatic","aliphatic+N",-3,1.4,1.6,0.6,-6,6,-0.6
"1309","C11H20O1N6S2",NA,"aliphatic","aliphatic+N",-1.4,0.3636,1.82,0.09,-4,5,-0.3636
"1310","C25H16",NA,"condensed aromatic","condensed aromatic",0.72,-0.64,0.64,0,18,18,0.72
"1311","C14H24O2N2S2",NA,"aliphatic","aliphatic+N",-0.1111,-0.7143,1.71,0.14,-2,4,-0.1429
"1312","C11H20O5N6",NA,"aliphatic","aliphatic+N",-1.4,0.7273,1.82,0.45,-6,5,-0.5455
"1313","C15H28O1N2S2",NA,"aliphatic","aliphatic+N",-0.1429,-1.0667,1.87,0.07,-2,3,-0.1333
"1314","C13H24O5N4",NA,"aliphatic","aliphatic+N",-0.3846,-0.1538,1.85,0.38,-5,4,-0.3846
"1315","C14H20O1N8",NA,"unsaturated/lignin","unsaturated/lignin",0.0909,0.4286,1.43,0.07,0,9,0
"1316","C12H24O4N6",NA,"aliphatic","lipid",-1,0.1667,2,0.33,-6,4,-0.5
"1317","C18H27N3P1",NA,"aliphatic","aliphatic+N",0.25,-1,1.5,0,3.5,7.5,0.1944
"1318","C16H32N2S2",NA,"aliphatic","lipid",-0.1667,-1.375,2,0,-2,2,-0.125
"1319","C18H36O4",NA,"aliphatic","lipid",-0.0625,-1.5556,2,0.22,-3,1,-0.1667
"1320","C9H3N1S6",NA,"condensed aromatic","condensed aromatic",1,1.3333,0.33,0,2,9,0.2222
"1321","C10H22O5S2P1",NA,"aliphatic","lipid",-1.1111,-0.8,2.2,0.5,-7.5,0.5,-0.75
"1322","C15H15O5N3",NA,"unsaturated/lignin","unsaturated/lignin",0.4737,0.2667,1,0.33,2,10,0.1333
"1323","C17H34O1S1P1",NA,"aliphatic","lipid",-0.069,-1.7647,2,0.06,-1.5,1.5,-0.0882
"1324","C21H35O1N1",NA,"aliphatic","aliphatic+N",0.1795,-1.4286,1.67,0.05,3,5,0.1429
"1325","C10H6S6",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0.6,0.6,0,2,8,0.2
"1326","C9H2O7S3",NA,"condensed aromatic","condensed aromatic",1,2,0.22,0.78,-1,9,-0.1111
"1327","C9H4O5S2P2",NA,"condensed aromatic","condensed aromatic",1,1.1111,0.44,0.56,0,9,0
"1328","C10H8S4P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0,0.8,0,2,8,0.2
"1329","C7H4O3N4S2P2",NA,"unsaturated/lignin","unsaturated/lignin",0.2,2.5714,0.57,0.43,-2,9,-0.2857
"1330","C13H4O4S1P2",NA,"condensed aromatic","condensed aromatic",1,0.4615,0.31,0.31,6,13,0.4615
"1331","C13H5O3N1S2P1",NA,"condensed aromatic","condensed aromatic",0.9333,0.6154,0.38,0.23,5.5,12.5,0.4231
"1332","C7H5O4N5S2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.5,3.1429,0.71,0.57,-3.5,8.5,-0.5
"1333","C11H4O2N4S1P2",NA,"condensed aromatic","condensed aromatic",1.6667,1.2727,0.36,0.18,4,13,0.3636
"1334","C7H12O6S2P2",NA,"aliphatic","aliphatic",-Inf,0.5714,1.71,0.86,-7,3,-1
"1335","C17H5O2N1S1P1",NA,"condensed aromatic","condensed aromatic",0.9615,0.2353,0.29,0.12,11.5,16.5,0.6765
"1336","C10H9O7N1S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,1,0.9,0.7,-2.5,7.5,-0.25
"1337","C10H6O12",NA,"unsaturated/lignin","unsaturated/lignin",0.5,1.8,0.6,1.2,-4,8,-0.4
"1338","C8H9O3N5S2P1",NA,"condensed aromatic","condensed aromatic",1.3333,2,1.12,0.38,-3.5,7.5,-0.4375
"1339","C12H5O6N3P1",NA,"condensed aromatic","condensed aromatic",1.1,1.3333,0.42,0.5,2.5,12.5,0.2083
"1340","C9H4O2N8P2",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.6667,0.44,0.22,1,13,0.1111
"1341","C17H6O3N2S1",NA,"condensed aromatic","condensed aromatic",0.92,0.4706,0.35,0.18,10,16,0.5882
"1342","C18H9O1N1S1P1",NA,"condensed aromatic","condensed aromatic",0.8276,-0.1111,0.5,0.06,11.5,15.5,0.6389
"1343","C17H6O5N2",NA,"condensed aromatic","condensed aromatic",0.92,0.5882,0.35,0.29,9,16,0.5294
"1344","C15H13O3N1S1P1",NA,"aromatic","aromatic",0.5714,-0.1333,0.87,0.2,4.5,10.5,0.3
"1345","C19H12O1P2",NA,"condensed aromatic","condensed aromatic",0.7576,-0.5263,0.63,0.05,12,15,0.6316
"1346","C11H13O8N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.1,0.5455,1.18,0.73,-3.5,6.5,-0.3182
"1347","C13H5N9P1",NA,"condensed aromatic","condensed aromatic",2.1667,1.6923,0.38,0,6.5,16.5,0.5
"1348","C16H9O1N5P1",NA,"condensed aromatic","condensed aromatic",0.9474,0.5,0.56,0.06,8.5,15.5,0.5312
"1349","C17H18S3",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.7059,1.06,0,6,9,0.3529
"1350","C8H18O9N2S1",NA,"aliphatic","carbohydrate",-13,1,2.25,1.12,-11,1,-1.375
"1351","C11H18O3N4S2",NA,"aliphatic","aliphatic+N",-0.7143,0.3636,1.64,0.27,-4,5,-0.3636
"1352","C7H18O8N4S1",NA,"condensed aromatic","condensed aromatic",4,1.7143,2.57,1.14,-12,1,-1.7143
"1353","C17H13N5P1",NA,"condensed aromatic","condensed aromatic",0.7727,0.1176,0.76,0,8.5,14.5,0.5
"1354","C10H18O2N6S2",NA,"aliphatic","aliphatic+N",-4,0.8,1.8,0.2,-5,5,-0.5
"1355","C13H18O9",NA,"unsaturated/lignin","unsaturated/lignin",0.0588,0,1.38,0.69,-4,5,-0.3077
"1356","C15H10O1N8",NA,"condensed aromatic","condensed aromatic",1,1.0667,0.67,0.07,6,15,0.4
"1357","C14H26P4",NA,"aliphatic","aliphatic",0,-1.8571,1.86,0,0,4,0
"1358","C20H17O1N1P1",NA,"aromatic","aromatic",0.6286,-0.6,0.85,0.05,10.5,13.5,0.525
"1359","C13H22O3N2S2",NA,"aliphatic","aliphatic+N",-0.2,-0.4615,1.69,0.23,-3,4,-0.2308
"1360","C17H18O6",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.3529,1.06,0.35,3,9,0.1765
"1361","C14H26O2N2S2",NA,"aliphatic","aliphatic+N",-0.2222,-0.8571,1.86,0.14,-3,3,-0.2143
"1362","C19H18O1N4",NA,"aromatic","aromatic",0.5862,-0.2105,0.95,0.05,8,13,0.4211
"1363","C15H30O1N2S2",NA,"aliphatic","lipid",-0.2381,-1.2,2,0.07,-3,2,-0.2
