"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"8372","C14H6O4N2S6",NA,"condensed aromatic","condensed aromatic",0.75,1.4286,0.43,0.29,1,13,0.0714
"8373","C10H6O9N2S5",NA,"condensed aromatic","condensed aromatic",1.6667,2.8,0.6,0.9,-7,9,-0.7
"8374","C16H10O2S7",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0.5,0.62,0.12,3,12,0.1875
"8375","C11H6O12S4",NA,"unsaturated/lignin","unsaturated/lignin",-1,2.3636,0.55,1.09,-7,9,-0.6364
"8376","C13H14O2S8",NA,"unsaturated/lignin","unsaturated/lignin",-0.5,0.4615,1.08,0.15,-3,7,-0.2308
"8377","C9H6O8N4S5",NA,"condensed aromatic","condensed aromatic",1,3.5556,0.67,0.89,-8,9,-0.8889
"8378","C20H4N2P6",NA,"condensed aromatic","condensed aromatic",1.25,0.1,0.2,0,15,23,0.75
"8379","C18H6O1N2S6",NA,"condensed aromatic","condensed aromatic",0.8947,0.7778,0.33,0.06,8,17,0.4444
"8380","C14H6O6N2S5",NA,"condensed aromatic","condensed aromatic",0.75,1.5714,0.43,0.43,0,13,0
"8381","C15H6O9S4",NA,"condensed aromatic","condensed aromatic",0.6923,1.3333,0.4,0.6,0,13,0
"8382","C14H4O12S1P2",NA,"condensed aromatic","condensed aromatic",1,1.5714,0.29,0.86,-1,14,-0.0714
"8383","C11H8O12S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-1,1.8182,0.73,1.09,-7,9,-0.6364
"8384","C14H10N4S7",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,1.1429,0.71,0,1,12,0.0714
"8385","C9H6O10N4S4",NA,"condensed aromatic","condensed aromatic",1,3.7778,0.67,1.11,-9,9,-1
"8386","C17H4O6N2S2P2",NA,"condensed aromatic","condensed aromatic",1.125,1.0588,0.24,0.35,6,18,0.3529
"8387","C13H4O11N2S1P2",NA,"condensed aromatic","condensed aromatic",1.4,2,0.31,0.85,-2,14,-0.1538
"8388","C18H7O4N1S2P3",NA,"condensed aromatic","condensed aromatic",0.95,0.4444,0.39,0.22,7.5,17.5,0.4167
"8389","C18H4O9S1P2",NA,"condensed aromatic","condensed aromatic",1,0.8889,0.22,0.5,6,18,0.3333
"8390","C15H6O11S3",NA,"condensed aromatic","condensed aromatic",0.6923,1.4667,0.4,0.73,-1,13,-0.0667
"8391","C12H10O11S4",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,1.6667,0.83,0.92,-7,8,-0.5833
"8392","C12H4O10N4S1P2",NA,"condensed aromatic","condensed aromatic",Inf,2.5,0.33,0.83,-3,14,-0.25
"8393","C17H7O3N3S2P3",NA,"condensed aromatic","condensed aromatic",1.0667,0.7059,0.41,0.18,6.5,17.5,0.3824
"8394","C18H7O6N1S1P3",NA,"condensed aromatic","condensed aromatic",0.95,0.5556,0.39,0.33,6.5,17.5,0.3611
"8395","C15H8O11S1P2",NA,"condensed aromatic","condensed aromatic",0.6923,1.0667,0.53,0.73,-1,13,-0.0667
"8396","C22H6O2N2S4",NA,"condensed aromatic","condensed aromatic",0.9333,0.5455,0.27,0.09,13,21,0.5909
"8397","C23H6O5S3",NA,"condensed aromatic","condensed aromatic",0.8857,0.4348,0.26,0.22,13,21,0.5652
"8398","C19H8O8S1P2",NA,"condensed aromatic","condensed aromatic",0.8333,0.5263,0.42,0.42,6,17,0.3158
"8399","C15H6O15S1",NA,"condensed aromatic","condensed aromatic",0.6923,1.7333,0.4,1,-3,13,-0.2
"8400","C15H8O13P2",NA,"condensed aromatic","condensed aromatic",0.6923,1.2,0.53,0.87,-2,13,-0.1333
"8401","C12H12O13S1P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,1.3333,1,1.08,-8,8,-0.6667
"8402","C19H6O12S1",NA,"condensed aromatic","condensed aromatic",0.8333,1.0526,0.32,0.63,4,17,0.2105
"8403","C19H8O10P2",NA,"condensed aromatic","condensed aromatic",0.8333,0.6316,0.42,0.53,5,17,0.2632
"8404","C16H10O12S2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,1.125,0.62,0.75,-2,12,-0.125
"8405","C16H14O8P4",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0.125,0.88,0.5,0,12,0
"8406","C23H8O7P2",NA,"condensed aromatic","condensed aromatic",0.8857,0.2609,0.35,0.3,12,21,0.5217
"8407","C21H5O8N3P1",NA,"condensed aromatic","condensed aromatic",1.0385,0.9524,0.24,0.38,9.5,21.5,0.4524
"8408","C13H14O14S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.5,1.3846,1.08,1.08,-9,7,-0.6923
"8409","C22H6O8N2S1",NA,"condensed aromatic","condensed aromatic",0.9333,0.8182,0.27,0.36,10,21,0.4545
"8410","C22H8O6N2P2",NA,"condensed aromatic","condensed aromatic",0.9333,0.4545,0.36,0.27,11,21,0.5
"8411","C18H6O13N2",NA,"condensed aromatic","condensed aromatic",0.8947,1.4444,0.33,0.72,2,17,0.1111
"8412","C23H9O6N1S1P1",NA,"condensed aromatic","condensed aromatic",0.8529,0.3478,0.39,0.26,11.5,20.5,0.5
"8413","C20H10O11S1",NA,"condensed aromatic","condensed aromatic",0.7037,0.7,0.5,0.55,4,16,0.2
"8414","C20H12O9P2",NA,"condensed aromatic","condensed aromatic",0.7037,0.3,0.6,0.45,5,16,0.25
"8415","C17H14O11S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3684,0.7059,0.82,0.65,-2,11,-0.1176
"8416","C26H6O7N2",NA,"condensed aromatic","condensed aromatic",0.9512,0.5385,0.23,0.27,16,25,0.6154
"8417","C14H18O13S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.4545,0.8571,1.29,0.93,-9,6,-0.6429
"8418","C23H10O7N2S1",NA,"condensed aromatic","condensed aromatic",0.8182,0.5217,0.43,0.3,10,20,0.4348
"8419","C28H10O5S1",NA,"condensed aromatic","condensed aromatic",0.8367,0.0714,0.36,0.18,18,24,0.6429
"8420","C16H14O12N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,1.125,0.88,0.75,-4,11,-0.25
"8421","C21H17O7N1S1P1",NA,"aromatic","aromatic",0.5517,0.0952,0.81,0.33,4.5,14.5,0.2143
"8422","C15H24O10S1P2",NA,"aliphatic","aliphatic",-0.4286,-0.1333,1.6,0.67,-8,5,-0.5333
"8423","C32H10O4",NA,"condensed aromatic","condensed aromatic",0.8667,-0.0625,0.31,0.12,24,28,0.75
"8424","C20H14O11N2",NA,"aromatic","aromatic",0.6,0.7,0.7,0.55,2,15,0.1
"8425","C19H22O9S2",NA,"unsaturated/lignin","unsaturated/lignin",0.2,0,1.16,0.47,-2,9,-0.1053
"8426","C24H26O5S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3846,-0.5,1.08,0.21,5,12,0.2083
"8427","C24H18O6N4",NA,"aromatic","aromatic",0.6471,0.25,0.75,0.25,8,18,0.3333
"8428","C20H26O10S1",NA,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.2,1.3,0.5,-3,8,-0.15
"8429","C17H32O8S1P2",NA,"aliphatic","aliphatic",-0.4,-0.8235,1.88,0.47,-8,3,-0.4706
"8430","C34H18O2",NA,"condensed aromatic","condensed aromatic",0.7576,-0.4118,0.53,0.06,24,26,0.7059
"8431","C22H22O9N2",NA,"unsaturated/lignin","unsaturated/lignin",0.4194,0.0909,1,0.41,2,13,0.0909
"8432","C24H26O7S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3846,-0.4167,1.08,0.29,4,12,0.1667
"8433","C33H18O1N2",NA,"condensed aromatic","condensed aromatic",0.7705,-0.303,0.55,0.03,23,26,0.697
"8434","C20H30O6N2S2",NA,"aliphatic","aliphatic+N",0,-0.4,1.5,0.3,-3,7,-0.15
"8435","C18H34O9S2",NA,"aliphatic","aliphatic",-0.3913,-0.6667,1.89,0.5,-9,2,-0.5
"8436","C27H28O1N2P2",NA,"aromatic","aromatic",0.5111,-0.7407,1.04,0.04,11,16,0.4074
"8437","C21H30O11",NA,"unsaturated/lignin","unsaturated/lignin",0.0968,-0.381,1.43,0.52,-4,7,-0.1905
"8438","C18H34O11S1",NA,"aliphatic","aliphatic",-0.3913,-0.5556,1.89,0.61,-10,2,-0.5556
"8439","C21H34O5N2S2",NA,"aliphatic","aliphatic+N",-0.0345,-0.6667,1.62,0.24,-3,6,-0.1429
"8440","C25H33O3N1S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2927,-0.88,1.32,0.12,4.5,10.5,0.18
"8441","C17H34O10N2S1",NA,"aliphatic","lipid",-0.6667,-0.3529,2,0.59,-11,2,-0.6471
"8442","C18H38O7N2S2",NA,"aliphatic","lipid",-0.619,-0.7778,2.11,0.39,-10,1,-0.5556
"8443","C22H37O5N1S1P1",NA,"aliphatic","aliphatic+N",0,-1,1.68,0.23,-2.5,5.5,-0.1136
"8444","C22H34O10",NA,"aliphatic","aliphatic",0.0588,-0.6364,1.55,0.45,-4,6,-0.1818
"8445","C17H37O9N3P1",NA,"aliphatic","lipid",-0.8235,-0.5882,2.18,0.53,-11.5,1.5,-0.6765
"8446","C26H37O2N1S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.25,-1.0769,1.42,0.08,4.5,9.5,0.1731
"8447","C26H34O7",NA,"unsaturated/lignin","unsaturated/lignin",0.2889,-0.7692,1.31,0.27,3,10,0.1154
"8448","C23H41O4N1S1P1",NA,"aliphatic","aliphatic+N",-0.0278,-1.2174,1.78,0.17,-2.5,4.5,-0.1087
"8449","C23H38O9",NA,"aliphatic","aliphatic",0.027,-0.8696,1.65,0.39,-4,5,-0.1739
"8450","C18H41O8N3P1",NA,"aliphatic","lipid",-0.75,-0.8889,2.28,0.44,-11.5,0.5,-0.6389
"8451","C27H41O1N1S1P1",NA,"aliphatic","aliphatic+N",0.2128,-1.2593,1.52,0.04,4.5,8.5,0.1667
"8452","C27H38O6",NA,"unsaturated/lignin","unsaturated/lignin",0.25,-0.963,1.41,0.22,3,9,0.1111
"8453","C20H40O2N6P2",NA,"aliphatic","lipid",-0.3636,-0.9,2,0.1,-5,5,-0.25
"8454","C25H46O1S3",NA,"aliphatic","aliphatic",-0.0233,-1.52,1.84,0.04,-1,3,-0.04
"8455","C18H30O1N14",NA,"aliphatic","aliphatic+N",-1,0.7778,1.67,0.06,-4,11,-0.2222
"8456","C32H42S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3548,-1.25,1.31,0,11,12,0.3438
"8457","C25H51N1P3",NA,"aliphatic","lipid",-0.0714,-1.92,2.04,0,-1.5,2.5,-0.06
"8458","C30H42N4",NA,"unsaturated/lignin","unsaturated/lignin",0.3077,-1,1.4,0,8,12,0.2667
"8459","C28H46O3N2",NA,"aliphatic","aliphatic+N",0.1429,-1.2143,1.64,0.11,2,7,0.0714
"8460","C9H5O5N3S7",NA,"condensed aromatic","condensed aromatic",1,3.1111,0.56,0.56,-6,9,-0.6667
"8461","C10H9O2N3S8",NA,"condensed aromatic","condensed aromatic",2,2,0.9,0.2,-5,8,-0.5
"8462","C18H5N1S7",NA,"condensed aromatic","condensed aromatic",0.9,0.6667,0.28,0,9,17,0.5
"8463","C14H5O5N1S6",NA,"condensed aromatic","condensed aromatic",0.7778,1.4286,0.36,0.36,1,13,0.0714
"8464","C9H5O9N3S5",NA,"condensed aromatic","condensed aromatic",1,3.5556,0.56,1,-8,9,-0.8889
"8465","C8H13O9N1S6",NA,"condensed aromatic","condensed aromatic",2.4286,2.5,1.62,1.12,-13,3,-1.625
"8466","C16H4O7N4S2P1",NA,"condensed aromatic","condensed aromatic",1.2727,1.625,0.25,0.44,3.5,17.5,0.2188
"8467","C18H25O7N3S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.0526,0.1111,1.39,0.39,-4,8,-0.2222
"8468","C25H32S3P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3095,-1.04,1.28,0,6.5,10.5,0.26
"8469","C22H38O4P3",NA,"aliphatic","aliphatic",0.0294,-1.3636,1.73,0.18,-1.5,5.5,-0.0682
"8470","C18H36O11P1",NA,"aliphatic","lipid",-0.4348,-0.7778,2,0.61,-10.5,1.5,-0.5833
"8471","C19H32O7N4P1",NA,"aliphatic","aliphatic+N",-0.1905,-0.3158,1.68,0.37,-5.5,6.5,-0.2895
"8472","C25H33N9",NA,"unsaturated/lignin","unsaturated/lignin",0.3125,-0.24,1.32,0,5,14,0.2
"8473","C25H48O1S2P1",NA,"aliphatic","aliphatic",-0.0465,-1.68,1.92,0.04,-1.5,2.5,-0.06
"8474","C26H43N3P2",NA,"aliphatic","aliphatic+N",0.1429,-1.3077,1.65,0,3,8,0.1154
"8475","C14H4S9",NA,"condensed aromatic","condensed aromatic",0.8,1,0.29,0,4,13,0.2857
"8476","C14H4O2S8",NA,"condensed aromatic","condensed aromatic",0.8,1.1429,0.29,0.14,3,13,0.2143
"8477","C14H6S7P2",NA,"condensed aromatic","condensed aromatic",0.8,0.5714,0.43,0,4,13,0.2857
"8478","C11H10S8P2",NA,"unsaturated/lignin","unsaturated/lignin",-2,0.5455,0.91,0,-2,8,-0.1818
"8479","C17H4S4P4",NA,"condensed aromatic","condensed aromatic",1.1111,0.2353,0.24,0,10,18,0.5882
"8480","C10H4O9S6",NA,"condensed aromatic","condensed aromatic",3,2.6,0.4,0.9,-6,9,-0.6
"8481","C9H4O8N2S6",NA,"condensed aromatic","condensed aromatic",1,3.3333,0.44,0.89,-7,9,-0.7778
"8482","C14H4O6S6",NA,"condensed aromatic","condensed aromatic",0.8,1.4286,0.29,0.43,1,13,0.0714
"8483","C10H4O11S5",NA,"condensed aromatic","condensed aromatic",3,2.8,0.4,1.1,-7,9,-0.7
"8484","C12H12O1S9",NA,"unsaturated/lignin","unsaturated/lignin",-1,0.6667,1,0.08,-3,7,-0.25
"8485","C10H8O5N2S7",NA,"condensed aromatic","condensed aromatic",2.3333,2.2,0.8,0.5,-6,8,-0.6
"8486","C14H4O8S5",NA,"condensed aromatic","condensed aromatic",0.8,1.5714,0.29,0.57,0,13,0
"8487","C12H12O3S8",NA,"unsaturated/lignin","unsaturated/lignin",-1,0.8333,1,0.25,-4,7,-0.3333
"8488","C9H8O4N4S7",NA,"condensed aromatic","condensed aromatic",1.25,2.8889,0.89,0.44,-7,8,-0.7778
"8489","C13H4O7N2S5",NA,"condensed aromatic","condensed aromatic",1,2,0.31,0.54,-1,13,-0.0769
"8490","C18H4O5S5",NA,"condensed aromatic","condensed aromatic",0.9048,0.8889,0.22,0.28,7,17,0.3889
"8491","C16H12S8",NA,"unsaturated/lignin","unsaturated/lignin",0.375,0.25,0.75,0,3,11,0.1875
"8492","C17H4O4N2S5",NA,"condensed aromatic","condensed aromatic",1,1.1765,0.24,0.24,6,17,0.3529
"8493","C14H8O4N2S6",NA,"unsaturated/lignin","unsaturated/lignin",0.5,1.2857,0.57,0.29,0,12,0
"8494","C18H4O7S4",NA,"condensed aromatic","condensed aromatic",0.9048,1,0.22,0.39,6,17,0.3333
"8495","C14H4O12S3",NA,"condensed aromatic","condensed aromatic",0.8,1.8571,0.29,0.86,-2,13,-0.1429
"8496","C16H4O3N4S5",NA,"condensed aromatic","condensed aromatic",1.1818,1.5,0.25,0.19,5,17,0.3125
"8497","C12H12O7S6",NA,"unsaturated/lignin","unsaturated/lignin",-1,1.1667,1,0.58,-6,7,-0.5
"8498","C17H5O7N1S1P3",NA,"condensed aromatic","condensed aromatic",1.0588,0.8235,0.29,0.41,5.5,17.5,0.3235
"8499","C14H8O10P4",NA,"condensed aromatic","condensed aromatic",0.8,0.8571,0.57,0.71,-1,13,-0.0714
"8500","C15H4O6N4P4",NA,"condensed aromatic","condensed aromatic",1.75,1.3333,0.27,0.4,4,18,0.2667
"8501","C13H16O4S7",NA,"unsaturated/lignin","unsaturated/lignin",-0.75,0.4615,1.23,0.31,-5,6,-0.3846
"8502","C9H16O9S6",NA,"condensed aromatic","condensed aromatic",5.6667,1.5556,1.78,1,-13,2,-1.4444
"8503","C12H5O11N3P3",NA,"condensed aromatic","condensed aromatic",4,2.1667,0.42,0.92,-3.5,13.5,-0.2917
"8504","C13H4O13N2S2",NA,"condensed aromatic","condensed aromatic",1,2.4615,0.31,1,-4,13,-0.3077
"8505","C13H6O11N2S1P2",NA,"condensed aromatic","condensed aromatic",1,1.8462,0.46,0.85,-3,13,-0.2308
"8506","C22H6O4S2P2",NA,"condensed aromatic","condensed aromatic",0.9375,0.2727,0.27,0.18,13,21,0.5909
"8507","C18H6O9S1P2",NA,"condensed aromatic","condensed aromatic",0.9048,0.7778,0.33,0.5,5,17,0.2778
"8508","C14H4O16S1",NA,"condensed aromatic","condensed aromatic",0.8,2.1429,0.29,1.14,-4,13,-0.2857
"8509","C14H6O14P2",NA,"condensed aromatic","condensed aromatic",0.8,1.5714,0.43,1,-3,13,-0.2143
"8510","C11H5O10N5P3",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,2.7273,0.45,0.91,-4.5,13.5,-0.4091
"8511","C17H4O10N2S2",NA,"condensed aromatic","condensed aromatic",1,1.5294,0.24,0.59,3,17,0.1765
"8512","C14H7O13N1S1P1",NA,"condensed aromatic","condensed aromatic",0.6667,1.7143,0.5,0.93,-3.5,12.5,-0.25
"8513","C19H10O6S2P2",NA,"condensed aromatic","condensed aromatic",0.75,0.3158,0.53,0.32,6,16,0.3158
"8514","C15H10O11S1P2",NA,"aromatic","aromatic",0.5385,0.9333,0.67,0.73,-2,12,-0.1333
"8515","C15H12O9P4",NA,"aromatic","aromatic",0.5385,0.4,0.8,0.6,-1,12,-0.0667
"8516","C12H12O13S3",NA,"unsaturated/lignin","unsaturated/lignin",-1,1.6667,1,1.08,-9,7,-0.75
"8517","C17H7O7N3S2P1",NA,"condensed aromatic","condensed aromatic",0.9333,1.1765,0.41,0.41,3.5,16.5,0.2059
"8518","C17H6O10N2P2",NA,"condensed aromatic","condensed aromatic",1,1.1765,0.35,0.59,3,17,0.1765
"8519","C22H6O8P2",NA,"condensed aromatic","condensed aromatic",0.9375,0.4545,0.27,0.36,11,21,0.5
"8520","C19H8O10S2",NA,"condensed aromatic","condensed aromatic",0.75,0.8421,0.42,0.53,4,16,0.2105
"8521","C15H8O15S1",NA,"aromatic","aromatic",0.5385,1.6,0.53,1,-4,12,-0.2667
"8522","C15H10O13P2",NA,"aromatic","aromatic",0.5385,1.0667,0.67,0.87,-3,12,-0.2
"8523","C14H20O5S6",NA,"unsaturated/lignin","unsaturated/lignin",-0.6364,0.1429,1.43,0.36,-6,5,-0.4286
"8524","C26H7O2N1S2P1",NA,"condensed aromatic","condensed aromatic",0.9286,0.1538,0.27,0.08,18.5,24.5,0.7115
"8525","C18H8O9N2S2",NA,"condensed aromatic","condensed aromatic",0.7895,1.1111,0.44,0.5,3,16,0.1667
"8526","C23H8O7S2",NA,"condensed aromatic","condensed aromatic",0.8286,0.4348,0.35,0.3,11,20,0.4783
"8527","C19H8O12S1",NA,"condensed aromatic","condensed aromatic",0.75,0.9474,0.42,0.63,3,16,0.1579
"8528","C19H10O10P2",NA,"condensed aromatic","condensed aromatic",0.75,0.5263,0.53,0.53,4,16,0.2105
"8529","C16H12O12S2",NA,"unsaturated/lignin","unsaturated/lignin",0.375,1,0.75,0.75,-3,11,-0.1875
"8530","C13H16O12S3",NA,"unsaturated/lignin","unsaturated/lignin",-0.75,1.0769,1.23,0.92,-9,6,-0.6923
"8531","C22H8O6N2S2",NA,"condensed aromatic","condensed aromatic",0.8667,0.6364,0.36,0.27,10,20,0.4545
"8532","C30H6O2P2",NA,"condensed aromatic","condensed aromatic",0.963,-0.0667,0.2,0.07,25,29,0.8333
"8533","C22H7O9N1P1",NA,"condensed aromatic","condensed aromatic",0.9032,0.6364,0.32,0.41,9.5,20.5,0.4318
"8534","C23H10O7P2",NA,"condensed aromatic","condensed aromatic",0.8286,0.1739,0.43,0.3,11,20,0.4783
"8535","C16H14O12P2",NA,"unsaturated/lignin","unsaturated/lignin",0.375,0.625,0.88,0.75,-3,11,-0.1875
"8536","C22H8O8N2S1",NA,"condensed aromatic","condensed aromatic",0.8667,0.7273,0.36,0.36,9,20,0.4091
"8537","C31H8O1S2",NA,"condensed aromatic","condensed aromatic",0.8947,-0.0645,0.26,0.03,25,28,0.8065
"8538","C16H12O16",NA,"unsaturated/lignin","unsaturated/lignin",0.375,1.25,0.75,1,-5,11,-0.3125
"8539","C14H22O11S1P2",NA,"aliphatic","aliphatic",-0.6364,0.1429,1.57,0.79,-9,5,-0.6429
"8540","C28H12O5S1",NA,"condensed aromatic","condensed aromatic",0.7959,0,0.43,0.18,17,23,0.6071
"8541","C28H14O3P2",NA,"condensed aromatic","condensed aromatic",0.7959,-0.2857,0.5,0.11,18,23,0.6429
"8542","C25H16O7S1",NA,"aromatic","aromatic",0.6585,0,0.64,0.28,10,18,0.4
"8543","C15H26O10S1P2",NA,"aliphatic","aliphatic",-0.5714,-0.2667,1.73,0.67,-9,4,-0.6
"8544","C32H12O4",NA,"condensed aromatic","condensed aromatic",0.8333,-0.125,0.38,0.12,23,27,0.7188
"8545","C27H24O5S1",NA,"aromatic","aromatic",0.5319,-0.4444,0.89,0.19,10,16,0.3704
"8546","C20H28O10S1",NA,"unsaturated/lignin","unsaturated/lignin",0.0714,-0.3,1.4,0.5,-4,7,-0.2
"8547","C30H23O2N1P1",NA,"aromatic","aromatic",0.6481,-0.5333,0.77,0.07,16.5,20.5,0.55
"8548","C24H28O7S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.5,1.17,0.29,3,11,0.125
"8549","C20H32O6N2S2",NA,"aliphatic","aliphatic+N",-0.0769,-0.5,1.6,0.3,-4,6,-0.2
"8550","C28H28O4S1",NA,"unsaturated/lignin","unsaturated/lignin",0.48,-0.6429,1,0.14,10,15,0.3571
"8551","C24H28O9",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.4167,1.17,0.38,2,11,0.0833
"8552","C25H32O4S2",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.8,1.28,0.16,4,10,0.16
"8553","C21H37O2N1S1P3",NA,"aliphatic","aliphatic+N",-0.0333,-1.3333,1.76,0.1,-1.5,5.5,-0.0714
"8554","C17H36O8N2S2",NA,"aliphatic","lipid",-0.7778,-0.5882,2.12,0.47,-11,1,-0.6471
"8555","C25H32O6S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.72,1.28,0.24,3,10,0.12
"8556","C21H32O11",NA,"aliphatic","aliphatic",0.0323,-0.4762,1.52,0.52,-5,6,-0.2381
"8557","C20H37O3N3P3",NA,"aliphatic","aliphatic+N",-0.16,-1.1,1.85,0.15,-3.5,5.5,-0.175
"8558","C16H35O10N3P1",NA,"aliphatic","lipid",-1.0714,-0.375,2.19,0.62,-12.5,1.5,-0.7812
"8559","C29H32O3S1",NA,"unsaturated/lignin","unsaturated/lignin",0.434,-0.8276,1.1,0.1,10,14,0.3448
"8560","C25H32O8",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.64,1.28,0.32,2,10,0.08
"8561","C26H28O4N4",NA,"unsaturated/lignin","unsaturated/lignin",0.45,-0.3077,1.08,0.15,7,15,0.2692
"8562","C22H41O1N1S1P3",NA,"aliphatic","aliphatic+N",-0.0606,-1.5455,1.86,0.05,-1.5,4.5,-0.0682
"8563","C17H36O12N2",NA,"aliphatic","lipid",-0.7778,-0.3529,2.12,0.71,-13,1,-0.7647
"8564","C18H37O1N7P3",NA,"aliphatic","lipid",-0.6667,-0.7778,2.06,0.06,-5.5,5.5,-0.3056
"8565","C26H36O5S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2444,-0.9231,1.38,0.19,3,9,0.1154
"8566","C22H36O10",NA,"aliphatic","aliphatic",0,-0.7273,1.64,0.45,-5,5,-0.2273
"8567","C17H39O9N3P1",NA,"aliphatic","lipid",-0.9412,-0.7059,2.29,0.53,-12.5,0.5,-0.7353
"8568","C30H36O2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3929,-1,1.2,0.07,10,13,0.3333
"8569","C26H36O7",NA,"unsaturated/lignin","unsaturated/lignin",0.2444,-0.8462,1.38,0.27,2,9,0.0769
"8570","C27H32O3N4",NA,"unsaturated/lignin","unsaturated/lignin",0.3953,-0.5185,1.19,0.11,7,14,0.2593
"8571","C23H40O7S1",NA,"aliphatic","aliphatic",-0.027,-1.0435,1.74,0.3,-4,4,-0.1739
"8572","C15H28N18",NA,"condensed aromatic","condensed aromatic",2.3333,1.7333,1.87,0,-7,11,-0.4667
"8573","C18H36O6N8",NA,"aliphatic","lipid",-0.8571,0,2,0.33,-9,5,-0.5
"8574","C34H36O1",NA,"unsaturated/lignin","unsaturated/lignin",0.4925,-1,1.06,0.03,16,17,0.4706
"8575","C22H40O8N2",NA,"aliphatic","aliphatic+N",-0.125,-0.8182,1.82,0.36,-6,4,-0.2727
"8576","C31H40O1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.3559,-1.1613,1.29,0.03,10,12,0.3226
"8577","C27H40O6",NA,"unsaturated/lignin","unsaturated/lignin",0.2083,-1.037,1.48,0.22,2,8,0.0741
"8578","C22H44O4N4S1",NA,"aliphatic","lipid",-0.2667,-1,2,0.18,-6,3,-0.2727
"8579","C24H48O2N2S2",NA,"aliphatic","lipid",-0.1579,-1.4167,2,0.08,-4,2,-0.1667
"8580","C23H47O4N3P1",NA,"aliphatic","lipid",-0.2059,-1.3043,2.04,0.17,-5.5,2.5,-0.2391
"8581","C24H43N7P1",NA,"aliphatic","aliphatic+N",-0.0312,-0.9167,1.79,0,-0.5,7.5,-0.0208
"8582","C32H44O2",NA,"unsaturated/lignin","unsaturated/lignin",0.3226,-1.25,1.38,0.06,9,11,0.2812
"8583","C14H8S6P3",NA,"condensed aromatic","condensed aromatic",0.7,0.2857,0.57,0,3.5,12.5,0.25
"8584","C11H12S7P3",NA,"unsaturated/lignin","unsaturated/lignin",-2.5,0.1818,1.09,0,-2.5,7.5,-0.2273
"8585","C12H3O3N3S7",NA,"condensed aromatic","condensed aromatic",3,2.1667,0.25,0.25,0,13,0
"8586","C8H3O8N3S6",NA,"condensed aromatic","condensed aromatic",0.8,4.25,0.38,1,-8,9,-1
"8587","C9H7O5N3S7",NA,"condensed aromatic","condensed aromatic",1.2857,2.8889,0.78,0.56,-7,8,-0.7778
"8588","C10H11O2N3S8",NA,"condensed aromatic","condensed aromatic",2.5,1.8,1.1,0.2,-6,7,-0.6
"8589","C11H11O5N1S7",NA,"unsaturated/lignin","unsaturated/lignin",-7,1.4545,1,0.45,-6,7,-0.5455
"8590","C26H7O4N1S2",NA,"condensed aromatic","condensed aromatic",0.9048,0.3077,0.27,0.15,17,24,0.6538
"8591","C28H30S2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.46,-0.9286,1.07,0,11.5,14.5,0.4107
"8592","C15H30O12N2P1",NA,"aliphatic","lipid",-1.0833,0,2,0.8,-12.5,2.5,-0.8333
"8593","C24H30O5S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3077,-0.75,1.25,0.21,3.5,10.5,0.1458
"8594","C16H31O12N1S1",NA,"aliphatic","aliphatic+N",-0.75,-0.125,1.94,0.75,-12,2,-0.75
"8595","C25H23O6N3",NA,"aromatic","aromatic",0.5263,-0.08,0.92,0.24,7,16,0.28
"8596","C28H31O5N1",NA,"unsaturated/lignin","unsaturated/lignin",0.4286,-0.6429,1.11,0.18,8,14,0.2857
"8597","C27H42O2S1P1",NA,"aliphatic","aliphatic",0.1875,-1.3333,1.56,0.07,3.5,7.5,0.1296
"8598","C27H44P3",NA,"aliphatic","aliphatic",0.1875,-1.6296,1.63,0,4.5,7.5,0.1667
