"formula","presence","PoreWater_ID","site","depth","Suction_kPa","n"
"C18H28O4S1",1,"15C","PT","120-150",15,2
"C18H28O4S1",1,"12B","PT","30-60",3,3
"C18H28O4S1",1,"26D","PT","0-30",50,3
"C18H28O4S1",1,"7A","DMT","0-30",1.5,2
"C18H28O4S1",1,"50B","GS","60-90",3,2
"C18H28O4S1",1,"33A","PT","210-240",1.5,1
"C18H28O4S1",1,"21C","PT","60-90",15,2
"C18H28O4S1",1,"19D","PT","0-30",50,3
"C18H28O4S1",1,"46A","GS","30-60",1.5,3
"C18H28O4S1",1,"47B","GS","60-90",3,2
"C18H28O4S1",1,"34C","PT","0-30",15,2
"C18H28O4S1",1,"34D","PT","0-30",50,3
"C18H28O4S1",1,"1C","DMT","0-30",15,1
"C18H28O4S1",1,"1B","DMT","0-30",3,1
"C18H28O4S1",1,"23C","PT","120-150",15,2
"C18H28O4S1",1,"6A","DMT","60-90",1.5,1
"C18H28O4S1",1,"52B","GS","30-60",3,2
"C18H28O4S1",1,"1A","DMT","0-30",1.5,2
"C18H28O4S1",1,"52A","GS","30-60",1.5,3
"C18H28O4S1",1,"35B","PT","30-60",3,3
"C18H28O4S1",1,"2C","DMT","30-60",15,1
"C18H28O4S1",1,"49A","GS","30-60",1.5,3
"C18H28O4S1",1,"43B","GS","30-60",3,2
"C18H28O4S1",1,"13C","PT","60-90",15,2
"C18H28O4S1",1,"11C","PT","0-30",15,2
"C18H28O4S1",1,"27B2","PT","30-60",3,3
"C14H33O2N1P3",1,"45A","GS","0-30",1.5,3
"C14H33O2N1P3",1,"17A","PT","180-210",1.5,2
"C14H33O2N1P3",1,"25A","PT","180-210",1.5,2
"C14H33O2N1P3",1,"42A","GS","0-30",1.5,3
"C14H33O2N1P3",1,"26D","PT","0-30",50,2
"C14H33O2N1P3",1,"7A","DMT","0-30",1.5,2
"C14H33O2N1P3",1,"50B","GS","60-90",3,2
"C14H33O2N1P3",1,"33A","PT","210-240",1.5,1
"C14H33O2N1P3",1,"19D","PT","0-30",50,2
"C14H33O2N1P3",1,"46A","GS","30-60",1.5,2
"C14H33O2N1P3",1,"47B","GS","60-90",3,2
"C14H33O2N1P3",1,"2D","DMT","30-60",50,2
"C14H33O2N1P3",1,"8D","DMT","30-60",50,2
"C14H33O2N1P3",1,"34C","PT","0-30",15,2
"C14H33O2N1P3",1,"45A2","GS","0-30",1.5,3
"C14H33O2N1P3",1,"1C","DMT","0-30",15,1
"C14H33O2N1P3",1,"1B","DMT","0-30",3,1
"C14H33O2N1P3",1,"1A","DMT","0-30",1.5,2
"C14H33O2N1P3",1,"52A","GS","30-60",1.5,2
"C14H33O2N1P3",1,"11C","PT","0-30",15,2
"C11H23N11P1",1,"17A","PT","180-210",1.5,2
"C11H23N11P1",1,"29C","PT","90-120",15,3
"C11H23N11P1",1,"11A","PT","0-30",1.5,4
"C11H23N11P1",1,"11B","PT","0-30",3,3
"C11H23N11P1",1,"25A","PT","180-210",1.5,2
"C11H23N11P1",1,"12D","PT","30-60",50,4
"C11H23N11P1",1,"2B","DMT","30-60",3,1
"C11H23N11P1",1,"12B","PT","30-60",3,3
"C11H23N11P1",1,"30D","PT","120-150",50,3
"C11H23N11P1",1,"26D","PT","0-30",50,2
"C11H23N11P1",1,"27D","PT","30-60",50,4
"C11H23N11P1",1,"7A","DMT","0-30",1.5,2
"C11H23N11P1",1,"50B","GS","60-90",3,2
"C11H23N11P1",1,"28C","PT","60-90",15,2
"C11H23N11P1",1,"15D","PT","120-150",50,3
"C11H23N11P1",1,"25B","PT","180-210",3,2
"C11H23N11P1",1,"21C","PT","60-90",15,2
"C11H23N11P1",1,"19D","PT","0-30",50,2
"C11H23N11P1",1,"23D","PT","120-150",50,3
"C11H23N11P1",1,"22C","PT","90-120",15,3
"C11H23N11P1",1,"19B","PT","0-30",3,3
"C11H23N11P1",1,"20B","PT","30-60",3,3
"C11H23N11P1",1,"47B","GS","60-90",3,2
"C11H23N11P1",1,"2D","DMT","30-60",50,3
"C11H23N11P1",1,"37C","PT","90-120",15,3
"C11H23N11P1",1,"8D","DMT","30-60",50,3
"C11H23N11P1",1,"8A","DMT","30-60",1.5,2
"C11H23N11P1",1,"19A2","PT","0-30",1.5,4
"C11H23N11P1",1,"35D","PT","30-60",50,4
"C11H23N11P1",1,"34B","PT","0-30",3,3
"C11H23N11P1",1,"1C","DMT","0-30",15,1
"C11H23N11P1",1,"1B","DMT","0-30",3,1
"C11H23N11P1",1,"32B","PT","180-210",3,2
"C11H23N11P1",1,"26C","PT","0-30",15,2
"C11H23N11P1",1,"34A","PT","0-30",1.5,4
"C11H23N11P1",1,"20D","PT","30-60",50,4
"C11H23N11P1",1,"1A","DMT","0-30",1.5,2
"C11H23N11P1",1,"10D","DMT","30-60",50,3
"C11H23N11P1",1,"26A","PT","0-30",1.5,4
"C11H23N11P1",1,"5A","DMT","30-60",1.5,2
"C11H23N11P1",1,"11C","PT","0-30",15,2
"C11H23N11P1",1,"27B2","PT","30-60",3,3
"C19H32O3S1",1,"15C","PT","120-150",15,2
"C19H32O3S1",1,"26D","PT","0-30",50,2
"C19H32O3S1",1,"7A","DMT","0-30",1.5,2
"C19H32O3S1",1,"50B","GS","60-90",3,2
"C19H32O3S1",1,"33A","PT","210-240",1.5,1
"C19H32O3S1",1,"21C","PT","60-90",15,2
"C19H32O3S1",1,"46A","GS","30-60",1.5,3
"C19H32O3S1",1,"47B","GS","60-90",3,2
"C19H32O3S1",1,"33B","PT","210-240",3,2
"C19H32O3S1",1,"34C","PT","0-30",15,2
"C19H32O3S1",1,"34D","PT","0-30",50,2
"C19H32O3S1",1,"1C","DMT","0-30",15,1
"C19H32O3S1",1,"1B","DMT","0-30",3,1
"C19H32O3S1",1,"23C","PT","120-150",15,2
"C19H32O3S1",1,"6A","DMT","60-90",1.5,1
"C19H32O3S1",1,"52B","GS","30-60",3,2
"C19H32O3S1",1,"1A","DMT","0-30",1.5,2
"C19H32O3S1",1,"52A","GS","30-60",1.5,3
"C19H32O3S1",1,"2C","DMT","30-60",15,1
"C19H32O3S1",1,"49A","GS","30-60",1.5,3
"C19H32O3S1",1,"43B","GS","30-60",3,2
"C19H32O3S1",1,"13C","PT","60-90",15,2
"C19H32O3S1",1,"11C","PT","0-30",15,2
"C19H32O3S1",1,"33B2","PT","210-240",3,2
"C19H32O5",1,"46A","GS","30-60",1.5,2
"C19H32O5",1,"49A","GS","30-60",1.5,2
"C22H44O2",1,"21C","PT","60-90",15,2
"C22H44O2",1,"13C","PT","60-90",15,2
"C14H30O3S2P1",1,"26D","PT","0-30",50,3
"C14H30O3S2P1",1,"25B","PT","180-210",3,2
"C14H30O3S2P1",1,"19D","PT","0-30",50,3
"C14H30O3S2P1",1,"8D","DMT","30-60",50,2
"C14H30O3S2P1",1,"34C","PT","0-30",15,2
"C14H30O3S2P1",1,"34D","PT","0-30",50,3
"C14H30O3S2P1",1,"32D","PT","180-210",50,2
"C14H30O3S2P1",1,"32B","PT","180-210",3,2
"C14H30O3S2P1",1,"25D","PT","180-210",50,2
"C14H30O3S2P1",1,"26C","PT","0-30",15,2
"C14H30O3S2P1",1,"10D","DMT","30-60",50,2
"C11H27O5N5S1",1,"46B","GS","30-60",3,2
"C11H27O5N5S1",1,"13B","PT","60-90",3,3
"C11H27O5N5S1",1,"15C","PT","120-150",15,3
"C11H27O5N5S1",1,"30D","PT","120-150",50,3
"C11H27O5N5S1",1,"26D","PT","0-30",50,3
"C11H27O5N5S1",1,"28D","PT","60-90",50,2
"C11H27O5N5S1",1,"7A","DMT","0-30",1.5,2
"C11H27O5N5S1",1,"50B","GS","60-90",3,2
"C11H27O5N5S1",1,"28C","PT","60-90",15,2
"C11H27O5N5S1",1,"15D","PT","120-150",50,3
"C11H27O5N5S1",1,"16B","PT","150-180",3,3
"C11H27O5N5S1",1,"25B","PT","180-210",3,2
"C11H27O5N5S1",1,"21C","PT","60-90",15,2
"C11H27O5N5S1",1,"19D","PT","0-30",50,3
"C11H27O5N5S1",1,"23D","PT","120-150",50,3
"C11H27O5N5S1",1,"21B","PT","60-90",3,3
"C11H27O5N5S1",1,"46A","GS","30-60",1.5,2
"C11H27O5N5S1",1,"47B","GS","60-90",3,2
"C11H27O5N5S1",1,"2D","DMT","30-60",50,3
"C11H27O5N5S1",1,"8D","DMT","30-60",50,3
"C11H27O5N5S1",1,"36D","PT","60-90",50,2
"C11H27O5N5S1",1,"34C","PT","0-30",15,3
"C11H27O5N5S1",1,"36B","PT","60-90",3,3
"C11H27O5N5S1",1,"24B","PT","150-180",3,3
"C11H27O5N5S1",1,"34D","PT","0-30",50,3
"C11H27O5N5S1",1,"30C","PT","120-150",15,3
"C11H27O5N5S1",1,"31B","PT","150-180",3,3
"C11H27O5N5S1",1,"1C","DMT","0-30",15,1
"C11H27O5N5S1",1,"32D","PT","180-210",50,2
"C11H27O5N5S1",1,"1B","DMT","0-30",3,1
"C11H27O5N5S1",1,"32B","PT","180-210",3,2
"C11H27O5N5S1",1,"25D","PT","180-210",50,2
"C11H27O5N5S1",1,"26C","PT","0-30",15,3
"C11H27O5N5S1",1,"23C","PT","120-150",15,3
"C11H27O5N5S1",1,"1A","DMT","0-30",1.5,2
"C11H27O5N5S1",1,"52A","GS","30-60",1.5,2
"C11H27O5N5S1",1,"10D","DMT","30-60",50,3
"C11H27O5N5S1",1,"43B","GS","30-60",3,2
"C11H27O5N5S1",1,"11C","PT","0-30",15,3
"C20H38S1P1",1,"26D","PT","0-30",50,2
"C20H38S1P1",1,"50B","GS","60-90",3,2
"C20H38S1P1",1,"19D","PT","0-30",50,2
"C20H38S1P1",1,"47B","GS","60-90",3,2
"C15H6S1P4",1,"42B","GS","0-30",3,2
"C15H6S1P4",1,"45B","GS","0-30",3,2
"C15H6S1P4",1,"1C","DMT","0-30",15,1
"C15H6S1P4",1,"1B","DMT","0-30",3,1
"C15H6S1P4",1,"2C","DMT","30-60",15,1
"C16H8O1S2P2",1,"29C","PT","90-120",15,3
"C16H8O1S2P2",1,"30D","PT","120-150",50,3
"C16H8O1S2P2",1,"26D","PT","0-30",50,2
"C16H8O1S2P2",1,"19D","PT","0-30",50,2
"C16H8O1S2P2",1,"23D","PT","120-150",50,3
"C16H8O1S2P2",1,"22C","PT","90-120",15,3
"C16H8O1S2P2",1,"37C","PT","90-120",15,3
"C16H8O1S2P2",1,"41D","PT","210-240",50,2
"C16H8O1S2P2",1,"33D","PT","210-240",50,2
"C16H8O1S2P2",1,"38D","PT","120-150",50,3
"C20H8O2P2",1,"26D","PT","0-30",50,2
"C20H8O2P2",1,"19D","PT","0-30",50,2
"C20H8O2P2",1,"8D","DMT","30-60",50,2
"C20H8O2P2",1,"34C","PT","0-30",15,2
"C20H8O2P2",1,"26C","PT","0-30",15,2
"C20H8O2P2",1,"10D","DMT","30-60",50,2
"C9H14O10N2S1",1,"1C","DMT","0-30",15,1
"C9H14O10N2S1",1,"49D","GS","30-60",50,1
"C16H6O2N8",1,"25B","PT","180-210",3,2
"C16H6O2N8",1,"52C","GS","30-60",15,2
"C16H6O2N8",1,"41D","PT","210-240",50,2
"C16H6O2N8",1,"33D","PT","210-240",50,2
"C16H6O2N8",1,"49D","GS","30-60",50,1
"C16H6O2N8",1,"32B","PT","180-210",3,2
"C16H6O2N8",1,"53C","GS","30-60",15,2
"C15H23O2N1P3",1,"26D","PT","0-30",50,2
"C15H23O2N1P3",1,"25B","PT","180-210",3,2
"C15H23O2N1P3",1,"19D","PT","0-30",50,2
"C15H23O2N1P3",1,"8D","DMT","30-60",50,2
"C15H23O2N1P3",1,"52C","GS","30-60",15,3
"C15H23O2N1P3",1,"49D","GS","30-60",50,1
"C15H23O2N1P3",1,"46C","GS","30-60",15,3
"C15H23O2N1P3",1,"32B","PT","180-210",3,2
"C15H23O2N1P3",1,"53C","GS","30-60",15,3
"C15H23O2N1P3",1,"10D","DMT","30-60",50,2
"C12H22O9S1",1,"1C","DMT","0-30",15,1
"C12H22O9S1",1,"1B","DMT","0-30",3,1
"C12H22O11",1,"46A","GS","30-60",1.5,2
"C12H22O11",1,"49A","GS","30-60",1.5,2
"C20H24O1P2",1,"29C","PT","90-120",15,3
"C20H24O1P2",1,"48D","GS","0-30",50,3
"C20H24O1P2",1,"25B","PT","180-210",3,2
"C20H24O1P2",1,"22C","PT","90-120",15,3
"C20H24O1P2",1,"42D","GS","0-30",50,3
"C20H24O1P2",1,"37C","PT","90-120",15,3
"C20H24O1P2",1,"8D","DMT","30-60",50,2
"C20H24O1P2",1,"52C","GS","30-60",15,3
"C20H24O1P2",1,"41D","PT","210-240",50,2
"C20H24O1P2",1,"33D","PT","210-240",50,2
"C20H24O1P2",1,"49D","GS","30-60",50,1
"C20H24O1P2",1,"46C","GS","30-60",15,3
"C20H24O1P2",1,"32B","PT","180-210",3,2
"C20H24O1P2",1,"53C","GS","30-60",15,3
"C20H24O1P2",1,"10D","DMT","30-60",50,2
"C20H24O1P2",1,"51D","GS","0-30",50,3
"C16H22O8",1,"26D","PT","0-30",50,2
"C16H22O8",1,"50B","GS","60-90",3,2
"C16H22O8",1,"19D","PT","0-30",50,2
"C16H22O8",1,"47B","GS","60-90",3,2
"C16H22O8",1,"2D","DMT","30-60",50,3
"C16H22O8",1,"8D","DMT","30-60",50,3
"C16H22O8",1,"1C","DMT","0-30",15,1
"C16H22O8",1,"1B","DMT","0-30",3,1
"C16H22O8",1,"10D","DMT","30-60",50,3
"C17H18O4N4",1,"50B","GS","60-90",3,2
"C17H18O4N4",1,"33A","PT","210-240",1.5,1
"C17H18O4N4",1,"47B","GS","60-90",3,2
"C20H22O5",1,"25B","PT","180-210",3,2
"C20H22O5",1,"40B","PT","180-210",3,2
"C21H28P2",1,"17A","PT","180-210",1.5,2
"C21H28P2",1,"29C","PT","90-120",15,3
"C21H28P2",1,"11A","PT","0-30",1.5,4
"C21H28P2",1,"25A","PT","180-210",1.5,2
"C21H28P2",1,"2B","DMT","30-60",3,1
"C21H28P2",1,"30D","PT","120-150",50,3
"C21H28P2",1,"26D","PT","0-30",50,2
"C21H28P2",1,"28C","PT","60-90",15,2
"C21H28P2",1,"15D","PT","120-150",50,3
"C21H28P2",1,"21C","PT","60-90",15,2
"C21H28P2",1,"19D","PT","0-30",50,2
"C21H28P2",1,"23D","PT","120-150",50,3
"C21H28P2",1,"22C","PT","90-120",15,3
"C21H28P2",1,"2D","DMT","30-60",50,2
"C21H28P2",1,"37C","PT","90-120",15,3
"C21H28P2",1,"8D","DMT","30-60",50,2
"C21H28P2",1,"19A2","PT","0-30",1.5,4
"C21H28P2",1,"52C","GS","30-60",15,2
"C21H28P2",1,"1B","DMT","0-30",3,1
"C21H28P2",1,"34A","PT","0-30",1.5,4
"C21H28P2",1,"53C","GS","30-60",15,2
"C21H28P2",1,"26A","PT","0-30",1.5,4
"C17H26O7",1,"15C","PT","120-150",15,2
"C17H26O7",1,"50B","GS","60-90",3,2
"C17H26O7",1,"47B","GS","60-90",3,2
"C17H26O7",1,"23C","PT","120-150",15,2
"C10H31N7P3",1,"16A","PT","150-180",1.5,3
"C10H31N7P3",1,"15A","PT","120-150",1.5,3
"C10H31N7P3",1,"17A","PT","180-210",1.5,2
"C10H31N7P3",1,"29C","PT","90-120",15,4
"C10H31N7P3",1,"13B","PT","60-90",3,3
"C10H31N7P3",1,"11A","PT","0-30",1.5,4
"C10H31N7P3",1,"11B","PT","0-30",3,3
"C10H31N7P3",1,"25A","PT","180-210",1.5,2
"C10H31N7P3",1,"12D","PT","30-60",50,3
"C10H31N7P3",1,"2B","DMT","30-60",3,1
"C10H31N7P3",1,"12A","PT","30-60",1.5,3
"C10H31N7P3",1,"30D","PT","120-150",50,3
"C10H31N7P3",1,"15D","PT","120-150",50,3
"C10H31N7P3",1,"29D","PT","90-120",50,2
"C10H31N7P3",1,"23D","PT","120-150",50,3
"C10H31N7P3",1,"22C","PT","90-120",15,4
"C10H31N7P3",1,"19B","PT","0-30",3,3
"C10H31N7P3",1,"21B","PT","60-90",3,3
"C10H31N7P3",1,"37C","PT","90-120",15,4
"C10H31N7P3",1,"8D","DMT","30-60",50,2
"C10H31N7P3",1,"8A","DMT","30-60",1.5,2
"C10H31N7P3",1,"19A2","PT","0-30",1.5,4
"C10H31N7P3",1,"24D","PT","150-180",50,3
"C10H31N7P3",1,"35D","PT","30-60",50,3
"C10H31N7P3",1,"34B","PT","0-30",3,3
"C10H31N7P3",1,"52C","GS","30-60",15,2
"C10H31N7P3",1,"41D","PT","210-240",50,2
"C10H31N7P3",1,"33D","PT","210-240",50,2
"C10H31N7P3",1,"49D","GS","30-60",50,1
"C10H31N7P3",1,"32D","PT","180-210",50,2
"C10H31N7P3",1,"25D","PT","180-210",50,2
"C10H31N7P3",1,"30A","PT","120-150",1.5,3
"C10H31N7P3",1,"34A","PT","0-30",1.5,4
"C10H31N7P3",1,"53C","GS","30-60",15,2
"C10H31N7P3",1,"24A","PT","150-180",1.5,3
"C10H31N7P3",1,"39D","PT","150-180",50,3
"C10H31N7P3",1,"35A","PT","30-60",1.5,3
"C10H31N7P3",1,"39A","PT","150-180",1.5,3
"C10H31N7P3",1,"22A","PT","90-120",1.5,2
"C10H31N7P3",1,"20D","PT","30-60",50,3
"C10H31N7P3",1,"20A","PT","30-60",1.5,3
"C10H31N7P3",1,"10D","DMT","30-60",50,2
"C10H31N7P3",1,"23A","PT","120-150",1.5,3
"C10H31N7P3",1,"37A","PT","90-120",1.5,2
"C10H31N7P3",1,"26A","PT","0-30",1.5,4
"C10H31N7P3",1,"16D","PT","150-180",50,3
"C10H31N7P3",1,"5A","DMT","30-60",1.5,2
"C10H31N7P3",1,"14C","PT","90-120",15,4
"C10H31N7P3",1,"28B2","PT","60-90",3,3
"C10H31N7P3",1,"14D","PT","90-120",50,2
"C18H30O4S1",1,"15C","PT","120-150",15,2
"C18H30O4S1",1,"26D","PT","0-30",50,3
"C18H30O4S1",1,"7A","DMT","0-30",1.5,2
"C18H30O4S1",1,"50B","GS","60-90",3,2
"C18H30O4S1",1,"33A","PT","210-240",1.5,1
"C18H30O4S1",1,"21C","PT","60-90",15,2
"C18H30O4S1",1,"19D","PT","0-30",50,3
"C18H30O4S1",1,"46A","GS","30-60",1.5,2
"C18H30O4S1",1,"47B","GS","60-90",3,2
"C18H30O4S1",1,"34C","PT","0-30",15,2
"C18H30O4S1",1,"34D","PT","0-30",50,3
"C18H30O4S1",1,"1C","DMT","0-30",15,1
"C18H30O4S1",1,"1B","DMT","0-30",3,1
"C18H30O4S1",1,"23C","PT","120-150",15,2
"C18H30O4S1",1,"6A","DMT","60-90",1.5,1
"C18H30O4S1",1,"52B","GS","30-60",3,2
"C18H30O4S1",1,"1A","DMT","0-30",1.5,2
"C18H30O4S1",1,"52A","GS","30-60",1.5,2
"C18H30O4S1",1,"2C","DMT","30-60",15,1
"C18H30O4S1",1,"43B","GS","30-60",3,2
"C18H30O4S1",1,"13C","PT","60-90",15,2
"C18H30O4S1",1,"11C","PT","0-30",15,2
"C22H30O1S1",1,"13B","PT","60-90",3,3
"C22H30O1S1",1,"30D","PT","120-150",50,3
"C22H30O1S1",1,"15D","PT","120-150",50,3
"C22H30O1S1",1,"23D","PT","120-150",50,3
"C22H30O1S1",1,"21B","PT","60-90",3,3
"C22H30O1S1",1,"36B","PT","60-90",3,3
"C15H22N10",1,"29C","PT","90-120",15,3
"C15H22N10",1,"30D","PT","120-150",50,3
"C15H22N10",1,"26D","PT","0-30",50,2
"C15H22N10",1,"33A","PT","210-240",1.5,1
"C15H22N10",1,"28C","PT","60-90",15,2
"C15H22N10",1,"15D","PT","120-150",50,3
"C15H22N10",1,"25B","PT","180-210",3,2
"C15H22N10",1,"21C","PT","60-90",15,2
"C15H22N10",1,"19D","PT","0-30",50,2
"C15H22N10",1,"23D","PT","120-150",50,3
"C15H22N10",1,"22C","PT","90-120",15,3
"C15H22N10",1,"2D","DMT","30-60",50,3
"C15H22N10",1,"37C","PT","90-120",15,3
"C15H22N10",1,"8D","DMT","30-60",50,3
"C15H22N10",1,"32B","PT","180-210",3,2
"C15H22N10",1,"10D","DMT","30-60",50,3
"C18H30O6",1,"50B","GS","60-90",3,2
"C18H30O6",1,"47B","GS","60-90",3,2
"C22H9N5",1,"49D","GS","30-60",50,1
"C14H23O1N3S1P2",1,"25B","PT","180-210",3,2
"C14H23O1N3S1P2",1,"52C","GS","30-60",15,2
"C14H23O1N3S1P2",1,"41D","PT","210-240",50,2
"C14H23O1N3S1P2",1,"33D","PT","210-240",50,2
"C14H23O1N3S1P2",1,"49D","GS","30-60",50,1
"C14H23O1N3S1P2",1,"32B","PT","180-210",3,2
"C14H23O1N3S1P2",1,"53C","GS","30-60",15,2
"C10H25O6N5S1",1,"45A","GS","0-30",1.5,3
"C10H25O6N5S1",1,"13A","PT","60-90",1.5,3
"C10H25O6N5S1",1,"11B","PT","0-30",3,3
"C10H25O6N5S1",1,"42A","GS","0-30",1.5,3
"C10H25O6N5S1",1,"15C","PT","120-150",15,3
"C10H25O6N5S1",1,"30D","PT","120-150",50,3
"C10H25O6N5S1",1,"26D","PT","0-30",50,3
"C10H25O6N5S1",1,"50B","GS","60-90",3,2
"C10H25O6N5S1",1,"15D","PT","120-150",50,3
"C10H25O6N5S1",1,"42B","GS","0-30",3,2
"C10H25O6N5S1",1,"16B","PT","150-180",3,3
"C10H25O6N5S1",1,"25B","PT","180-210",3,2
"C10H25O6N5S1",1,"21C","PT","60-90",15,2
"C10H25O6N5S1",1,"19D","PT","0-30",50,3
"C10H25O6N5S1",1,"23D","PT","120-150",50,3
"C10H25O6N5S1",1,"22C","PT","90-120",15,3
"C10H25O6N5S1",1,"19B","PT","0-30",3,3
"C10H25O6N5S1",1,"47B","GS","60-90",3,2
"C10H25O6N5S1",1,"2D","DMT","30-60",50,3
"C10H25O6N5S1",1,"37C","PT","90-120",15,3
"C10H25O6N5S1",1,"8D","DMT","30-60",50,3
"C10H25O6N5S1",1,"8A","DMT","30-60",1.5,2
"C10H25O6N5S1",1,"45B","GS","0-30",3,2
"C10H25O6N5S1",1,"34C","PT","0-30",15,3
"C10H25O6N5S1",1,"24D","PT","150-180",50,2
"C10H25O6N5S1",1,"24B","PT","150-180",3,3
"C10H25O6N5S1",1,"45A2","GS","0-30",1.5,3
"C10H25O6N5S1",1,"34D","PT","0-30",50,3
"C10H25O6N5S1",1,"30C","PT","120-150",15,3
"C10H25O6N5S1",1,"34B","PT","0-30",3,3
"C10H25O6N5S1",1,"31B","PT","150-180",3,3
"C10H25O6N5S1",1,"52C","GS","30-60",15,2
"C10H25O6N5S1",1,"1C","DMT","0-30",15,1
"C10H25O6N5S1",1,"49D","GS","30-60",50,1
"C10H25O6N5S1",1,"32D","PT","180-210",50,2
"C10H25O6N5S1",1,"46C","GS","30-60",15,2
"C10H25O6N5S1",1,"1B","DMT","0-30",3,1
"C10H25O6N5S1",1,"32B","PT","180-210",3,2
"C10H25O6N5S1",1,"25D","PT","180-210",50,2
"C10H25O6N5S1",1,"26C","PT","0-30",15,3
"C10H25O6N5S1",1,"23C","PT","120-150",15,3
"C10H25O6N5S1",1,"36A","PT","60-90",1.5,3
"C10H25O6N5S1",1,"10D","DMT","30-60",50,3
"C10H25O6N5S1",1,"2C","DMT","30-60",15,1
"C10H25O6N5S1",1,"16D","PT","150-180",50,2
"C10H25O6N5S1",1,"5A","DMT","30-60",1.5,2
"C10H25O6N5S1",1,"14C","PT","90-120",15,3
"C10H25O6N5S1",1,"21A","PT","60-90",1.5,3
"C10H25O6N5S1",1,"13C","PT","60-90",15,2
"C10H25O6N5S1",1,"11C","PT","0-30",15,3
"C18H32O4P1",1,"45A","GS","0-30",1.5,3
"C18H32O4P1",1,"42A","GS","0-30",1.5,3
"C18H32O4P1",1,"30D","PT","120-150",50,3
"C18H32O4P1",1,"26D","PT","0-30",50,2
"C18H32O4P1",1,"50B","GS","60-90",3,2
"C18H32O4P1",1,"15D","PT","120-150",50,3
"C18H32O4P1",1,"19D","PT","0-30",50,2
"C18H32O4P1",1,"23D","PT","120-150",50,3
"C18H32O4P1",1,"47B","GS","60-90",3,2
"C18H32O4P1",1,"2D","DMT","30-60",50,2
"C18H32O4P1",1,"8D","DMT","30-60",50,2
"C18H32O4P1",1,"45A2","GS","0-30",1.5,3
"C10H4N2S6",1,"26D","PT","0-30",50,2
"C10H4N2S6",1,"50B","GS","60-90",3,2
"C10H4N2S6",1,"33A","PT","210-240",1.5,1
"C10H4N2S6",1,"28C","PT","60-90",15,2
"C10H4N2S6",1,"21C","PT","60-90",15,2
"C10H4N2S6",1,"19D","PT","0-30",50,2
"C10H4N2S6",1,"47B","GS","60-90",3,2
"C8H2O4N4S2P2",1,"28C","PT","60-90",15,2
"C8H2O4N4S2P2",1,"21C","PT","60-90",15,2
"C14H4O3P4",1,"2C","DMT","30-60",15,1
"C15H4O8S1",1,"33A","PT","210-240",1.5,1
"C15H4O8S1",1,"2C","DMT","30-60",15,1
"C15H6O6P2",1,"2C","DMT","30-60",15,1
"C12H10O6S1P2",1,"29C","PT","90-120",15,3
"C12H10O6S1P2",1,"13B","PT","60-90",3,3
"C12H10O6S1P2",1,"22C","PT","90-120",15,3
"C12H10O6S1P2",1,"21B","PT","60-90",3,3
"C12H10O6S1P2",1,"37C","PT","90-120",15,3
"C12H10O6S1P2",1,"28B2","PT","60-90",3,3
"C10H4O12N2",1,"2C","DMT","30-60",15,1
"C23H6P2",1,"26D","PT","0-30",50,2
"C23H6P2",1,"50B","GS","60-90",3,2
"C23H6P2",1,"47B","GS","60-90",3,2
"C23H6P2",1,"2D","DMT","30-60",50,2
"C23H6P2",1,"8D","DMT","30-60",50,2
"C23H6P2",1,"34D","PT","0-30",50,2
"C21H14O1P2",1,"15C","PT","120-150",15,2
"C21H14O1P2",1,"23C","PT","120-150",15,2
"C17H12O8",1,"1C","DMT","0-30",15,1
"C25H12S1",1,"33A","PT","210-240",1.5,1
"C25H12S1",1,"8D","DMT","30-60",50,2
"C25H12S1",1,"10D","DMT","30-60",50,2
"C15H25O2N1P3",1,"52C","GS","30-60",15,3
"C15H25O2N1P3",1,"41D","PT","210-240",50,2
"C15H25O2N1P3",1,"1C","DMT","0-30",15,1
"C15H25O2N1P3",1,"33D","PT","210-240",50,2
"C15H25O2N1P3",1,"49D","GS","30-60",50,1
"C15H25O2N1P3",1,"46C","GS","30-60",15,3
"C15H25O2N1P3",1,"53C","GS","30-60",15,3
"C15H19O1N7P1",1,"46B","GS","30-60",3,2
"C15H19O1N7P1",1,"45A","GS","0-30",1.5,3
"C15H19O1N7P1",1,"26D","PT","0-30",50,3
"C15H19O1N7P1",1,"27D","PT","30-60",50,3
"C15H19O1N7P1",1,"28D","PT","60-90",50,2
"C15H19O1N7P1",1,"50B","GS","60-90",3,3
"C15H19O1N7P1",1,"33A","PT","210-240",1.5,1
"C15H19O1N7P1",1,"28C","PT","60-90",15,2
"C15H19O1N7P1",1,"25B","PT","180-210",3,2
"C15H19O1N7P1",1,"21C","PT","60-90",15,2
"C15H19O1N7P1",1,"19D","PT","0-30",50,3
"C15H19O1N7P1",1,"30B","PT","120-150",3,4
"C15H19O1N7P1",1,"21B","PT","60-90",3,3
"C15H19O1N7P1",1,"23B","PT","120-150",3,4
"C15H19O1N7P1",1,"46A","GS","30-60",1.5,3
"C15H19O1N7P1",1,"47B","GS","60-90",3,3
"C15H19O1N7P1",1,"8D","DMT","30-60",50,2
"C15H19O1N7P1",1,"8A","DMT","30-60",1.5,2
"C15H19O1N7P1",1,"33B","PT","210-240",3,2
"C15H19O1N7P1",1,"36D","PT","60-90",50,2
"C15H19O1N7P1",1,"34C","PT","0-30",15,2
"C15H19O1N7P1",1,"36B","PT","60-90",3,3
