"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"5308","C25H26O6","Lignin","unsaturated/lignin","unsaturated/lignin",0.4545,-0.56,1.04,0.24,7,13,0.28
"5309","C26H30O1S2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.4043,-0.9231,1.15,0.04,9,12,0.3462
"5310","C13H30O13N2","Other","aliphatic","carbohydrate",-1.8889,0.1538,2.31,1,-15,0,-1.1538
"5311","C24H27O3N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4359,-0.625,1.12,0.12,7,13,0.2917
"5312","C22H30O6S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.7273,1.36,0.27,1,8,0.0455
"5313","C18H30O11","AminoSugar","aliphatic","aliphatic",-0.12,-0.4444,1.67,0.61,-7,4,-0.3889
"5314","C19H34O6S2","Protein","aliphatic","aliphatic",-0.1429,-0.9474,1.79,0.32,-5,3,-0.2632
"5315","C22H30O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.6364,1.36,0.36,0,8,0
"5316","C21H31O5N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1613,-0.7143,1.48,0.24,0,8,0
"5317","C19H34O8S1","Protein","aliphatic","aliphatic",-0.1429,-0.8421,1.79,0.42,-6,3,-0.3158
"5318","C22H34O2N2S2","Lipid","aliphatic","aliphatic+N",0.1176,-0.9091,1.55,0.09,1,7,0.0455
"5319","C19H35O8P1","Protein","aliphatic","aliphatic",-0.1429,-1,1.84,0.42,-6,3,-0.3158
"5320","C26H30O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.4043,-0.7692,1.15,0.19,7,12,0.2692
"5321","C19H34O10","Protein","aliphatic","aliphatic",-0.1429,-0.7368,1.79,0.53,-7,3,-0.3684
"5322","C20H38O5S2","Lipid","aliphatic","aliphatic",-0.1613,-1.2,1.9,0.25,-5,2,-0.25
"5323","C23H34O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.1795,-0.8696,1.48,0.3,0,7,0
"5324","C20H38O7S1","Protein","aliphatic","aliphatic",-0.1613,-1.1,1.9,0.35,-6,2,-0.3
"5325","C20H39O7P1","Protein","aliphatic","aliphatic",-0.1613,-1.25,1.95,0.35,-6,2,-0.3
"5326","C27H34O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.36,-0.963,1.26,0.15,7,11,0.2593
"5327","C20H38O9","Protein","aliphatic","aliphatic",-0.1613,-1,1.9,0.45,-7,2,-0.35
"5328","C24H38O6","Lipid","aliphatic","aliphatic",0.1429,-1.0833,1.58,0.25,0,6,0
"5329","C21H42O8","Protein","aliphatic","lipid",-0.1765,-1.2381,2,0.38,-7,1,-0.3333
"5330","C25H42O5","Lipid","aliphatic","aliphatic",0.1111,-1.28,1.68,0.2,0,5,0
"5331","C29H42O2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.2857,-1.3103,1.45,0.07,7,9,0.2414
"5332","C22H46O7","Protein","aliphatic","lipid",-0.1892,-1.4545,2.09,0.32,-7,0,-0.3182
"5333","C27H50O3","Lipid","aliphatic","aliphatic",0.0588,-1.6296,1.85,0.11,0,3,0
"5334","C28H54O2","Lipid","aliphatic","aliphatic",0.037,-1.7857,1.93,0.07,0,2,0
"5335","C17H13O12N1","ConHC","unsaturated/lignin","unsaturated/lignin",0.5,0.8235,0.76,0.71,-1,12,-0.0588
"5336","C21H13O9N1","ConHC","condensed aromatic","condensed aromatic",0.6774,0.381,0.62,0.43,6,16,0.2857
"5337","C18H17O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3913,0.4444,0.94,0.61,-1,11,-0.0556
"5338","C26H17O3N1S1","ConHC","condensed aromatic","condensed aromatic",0.6889,-0.2308,0.65,0.12,14,19,0.5385
"5339","C19H21O8N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3077,0,1.11,0.42,0,10,0
"5340","C19H21O10N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3077,0.1053,1.11,0.53,-1,10,-0.0526
"5341","C16H25O10N1S1","AminoSugar","aliphatic","aliphatic+N",-0.2222,0,1.56,0.62,-7,5,-0.4375
"5342","C27H21O2N1S1","ConHC","aromatic","aromatic",0.625,-0.4444,0.78,0.07,14,18,0.5185
"5343","C24H25O2N1S2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.45,-0.5833,1.04,0.08,8,13,0.3333
"5344","C20H25O7N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2414,-0.3,1.25,0.35,0,9,0
"5345","C20H25O9N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2414,-0.2,1.25,0.45,-1,9,-0.05
"5346","C21H29O4N1S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.1875,-0.6667,1.38,0.19,1,8,0.0476
"5347","C19H25O8N3","Lignin","unsaturated/lignin","unsaturated/lignin",0.1667,0,1.32,0.42,-2,9,-0.1053
"5348","C17H30O9N1P1","Protein","aliphatic","aliphatic+N",-0.2381,-0.5294,1.76,0.53,-7,4,-0.4118
"5349","C17H29O11N1","AminoSugar","aliphatic","aliphatic+N",-0.2381,-0.2353,1.71,0.65,-8,4,-0.4706
"5350","C16H29O10N3","AminoSugar","aliphatic","aliphatic+N",-0.5,0,1.81,0.62,-9,4,-0.5625
"5351","C21H29O8N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1875,-0.4762,1.38,0.38,-1,8,-0.0476
"5352","C18H33O8N1S1","Protein","aliphatic","aliphatic+N",-0.25,-0.6667,1.83,0.44,-7,3,-0.3889
"5353","C18H38O2N3S2P1","Lipid","aliphatic","lipid",-0.4545,-1.1667,2.11,0.11,-6,2,-0.3333
"5354","C22H33O7N1","Protein","aliphatic","aliphatic+N",0.1429,-0.7273,1.5,0.32,-1,7,-0.0455
"5355","C25H33O3N3","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3171,-0.72,1.32,0.12,5,11,0.2
"5356","C10H17O12S2P1","Other","aliphatic","aliphatic",-6,1.1,1.7,1.2,-12,3,-1.2
"5357","C13H12O14S1","Tannin","unsaturated/lignin","unsaturated/lignin",0,1.3846,0.92,1.08,-7,8,-0.5385
"5358","C20H8O11","ConHC","condensed aromatic","condensed aromatic",0.7931,0.7,0.4,0.55,6,17,0.3
"5359","C21H12O8S1","ConHC","condensed aromatic","condensed aromatic",0.6875,0.2857,0.57,0.38,7,16,0.3333
"5360","C17H12O13","ConHC","aromatic","aromatic",0.5238,0.8235,0.71,0.76,-1,12,-0.0588
"5361","C14H16O13S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0769,0.8571,1.14,0.93,-7,7,-0.5
"5362","C27H9O2N2P1","ConHC","condensed aromatic","condensed aromatic",0.913,0.037,0.33,0.07,20,25,0.7407
"5363","C25H12O5S1","ConHC","condensed aromatic","condensed aromatic",0.7674,0,0.48,0.2,14,20,0.56
"5364","C21H12O10","ConHC","condensed aromatic","condensed aromatic",0.6875,0.381,0.57,0.48,6,16,0.2857
"5365","C24H13O2N2S1P1","ConHC","condensed aromatic","condensed aromatic",0.7895,-0.0417,0.54,0.08,14,20,0.5833
"5366","C14H16O15","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0769,1,1.14,1.07,-8,7,-0.5714
"5367","C22H16O7S1","ConHC","aromatic","aromatic",0.6,0,0.73,0.32,7,15,0.3182
"5368","C18H16O12","Tannin","unsaturated/lignin","unsaturated/lignin",0.4167,0.4444,0.89,0.67,-1,11,-0.0556
"5369","C15H20O12S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.125,0.4,1.33,0.8,-7,6,-0.4667
"5370","C26H17O2S1P1","ConHC","condensed aromatic","condensed aromatic",0.6957,-0.4231,0.65,0.08,15,19,0.5769
"5371","C17H16O11N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.3684,0.7059,0.94,0.65,-2,11,-0.1176
"5372","C22H16O9","ConHC","aromatic","aromatic",0.6,0.0909,0.73,0.41,6,15,0.2727
"5373","C25H17O1N2S1P1","ConHC","condensed aromatic","condensed aromatic",0.7073,-0.28,0.68,0.04,14,19,0.56
"5374","C19H20O9S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.05,0.47,0,10,0
"5375","C15H20O14","Tannin","unsaturated/lignin","unsaturated/lignin",-0.125,0.5333,1.33,0.93,-8,6,-0.5333
"5376","C18H21O6N2S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-0.0556,1.17,0.33,0,10,0
"5377","C12H24O14S1","Other","aliphatic","carbohydrate",-1.75,0.5,2,1.17,-14,1,-1.1667
"5378","C12H25O14P1","Other","aliphatic","carbohydrate",-1.75,0.25,2.08,1.17,-14,1,-1.1667
"5379","C11H24O13N2S1","Other","aliphatic","carbohydrate",-5.6667,0.9091,2.18,1.18,-15,1,-1.3636
"5380","C19H20O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.1053,1.05,0.58,-1,10,-0.0526
"5381","C30H17O1P1","ConHC","condensed aromatic","condensed aromatic",0.7544,-0.5,0.57,0.03,21,23,0.7
"5382","C16H24O11S1","AminoSugar","aliphatic","aliphatic",-0.1579,0,1.5,0.69,-7,5,-0.4375
"5383","C18H20O10N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2727,0.3333,1.11,0.56,-2,10,-0.1111
"5384","C23H20O8","Lignin","aromatic","aromatic",0.5263,-0.1739,0.87,0.35,6,14,0.2609
"5385","C20H24O8S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2667,-0.3,1.2,0.4,0,9,0
"5386","C16H24O13","Carb","aliphatic","aliphatic",-0.1579,0.125,1.5,0.81,-8,5,-0.5
"5387","C17H28O8S2","Protein","aliphatic","aliphatic",-0.1818,-0.4706,1.65,0.47,-6,4,-0.3529
"5388","C27H20O5","ConHC","aromatic","aromatic",0.6327,-0.3704,0.74,0.19,13,18,0.4815
"5389","C15H24O12N2","Carb","aliphatic","aliphatic+N",-0.4286,0.4,1.6,0.8,-9,5,-0.6
"5390","C13H29O13P1","Other","aliphatic","carbohydrate",-1.3636,-0.2308,2.23,1,-14,0,-1.0769
"5391","C20H24O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.2667,-0.2,1.2,0.5,-1,9,-0.05
"5392","C21H28O5S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2121,-0.6667,1.33,0.24,1,8,0.0476
"5393","C17H28O10S1","AminoSugar","aliphatic","aliphatic",-0.1818,-0.3529,1.65,0.59,-7,4,-0.4118
"5394","C13H28O15","Other","aliphatic","carbohydrate",-1.3636,0.1538,2.15,1.15,-15,0,-1.1538
"5395","C16H28O9N2S1","AminoSugar","aliphatic","aliphatic+N",-0.4118,-0.125,1.75,0.56,-8,4,-0.5
"5396","C24H24O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.4634,-0.4167,1,0.29,6,13,0.25
"5397","C12H28O14N2","Other","aliphatic","carbohydrate",-3,0.5,2.33,1.17,-16,0,-1.3333
"5398","C23H25O4N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4444,-0.4783,1.09,0.17,6,13,0.2609
"5399","C17H28O12","Carb","aliphatic","aliphatic",-0.1818,-0.2353,1.65,0.71,-8,4,-0.4706
"5400","C17H33O4N2S2P1","Lipid","aliphatic","aliphatic+N",-0.4,-0.8824,1.94,0.24,-6,3,-0.3529
"5401","C20H28O6N2S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.4,1.4,0.3,-1,8,-0.05
"5402","C21H28O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.2121,-0.4762,1.33,0.43,-1,8,-0.0476
"5403","C18H32O9S1","Protein","aliphatic","aliphatic",-0.2,-0.6667,1.78,0.5,-7,3,-0.3889
"5404","C19H37O4S2P1","Lipid","aliphatic","aliphatic",-0.2143,-1.3158,1.95,0.21,-5,2,-0.2632
"5405","C24H29O3N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-0.7083,1.21,0.12,6,12,0.25
"5406","C18H32O11","AminoSugar","aliphatic","aliphatic",-0.2,-0.5556,1.78,0.61,-8,3,-0.4444
"5407","C22H32O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.1667,-0.7273,1.45,0.36,-1,7,-0.0455
"5408","C23H36O3S2","Lipid","aliphatic","aliphatic",0.1282,-1.1304,1.57,0.13,1,6,0.0435
"5409","C26H32O5","Lignin","unsaturated/lignin","unsaturated/lignin",0.3617,-0.8462,1.23,0.19,6,11,0.2308
"5410","C19H36O10","Protein","aliphatic","aliphatic",-0.2143,-0.8421,1.89,0.53,-8,2,-0.4211
"5411","C18H36O9N2","Protein","aliphatic","lipid",-0.3913,-0.6667,2,0.5,-9,2,-0.5
"5412","C23H36O7","Protein","aliphatic","aliphatic",0.1282,-0.9565,1.57,0.3,-1,6,-0.0435
"5413","C24H40O2S2","Lipid","aliphatic","aliphatic",0.0952,-1.3333,1.67,0.08,1,5,0.0417
"5414","C22H37O4N2P1","Lipid","aliphatic","aliphatic+N",0.0588,-1.0455,1.68,0.18,-1,6,-0.0455
"5415","C27H36O4","Lignin","unsaturated/lignin","unsaturated/lignin",0.32,-1.037,1.33,0.15,6,10,0.2222
"5416","C20H40O9","Protein","aliphatic","lipid",-0.2258,-1.1,2,0.45,-8,1,-0.4
"5417","C24H40O6","Lipid","aliphatic","aliphatic",0.0952,-1.1667,1.67,0.25,-1,5,-0.0417
"5418","C28H40O3","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.283,-1.2143,1.43,0.11,6,9,0.2143
"5419","C21H44O8","Protein","aliphatic","lipid",-0.2353,-1.3333,2.1,0.38,-8,0,-0.381
"5420","C25H44O5","Lipid","aliphatic","aliphatic",0.0667,-1.36,1.76,0.2,-1,4,-0.04
"5421","C26H48O4","Lipid","aliphatic","aliphatic",0.0417,-1.5385,1.85,0.15,-1,3,-0.0385
"5422","C27H52O3","Lipid","aliphatic","aliphatic",0.0196,-1.7037,1.93,0.11,-1,2,-0.037
"5423","C28H56O2","Lipid","aliphatic","lipid",0,-1.8571,2,0.07,-1,1,-0.0357
"5424","C19H7O11N1","ConHC","condensed aromatic","condensed aromatic",0.84,0.9474,0.37,0.58,5,17,0.2632
"5425","C19H12O5N3S1P1","ConHC","condensed aromatic","condensed aromatic",0.7391,0.4737,0.63,0.26,6,16,0.3158
"5426","C11H24O10N1S2P1","Carb","aliphatic","carbohydrate",-4,0.2727,2.18,0.91,-13,1,-1.1818
"5427","C17H15O12N1","Tannin","unsaturated/lignin","unsaturated/lignin",0.4,0.7059,0.88,0.71,-2,11,-0.1176
"5428","C21H15O9N1","ConHC","aromatic","aromatic",0.6129,0.2857,0.71,0.43,5,15,0.2381
"5429","C10H23O11N3S2","Other","condensed aromatic","condensed aromatic",19,1.2,2.3,1.1,-15,1,-1.5
"5430","C14H24O6N3S2P1","Protein","aliphatic","aliphatic+N",-0.8,0.0714,1.71,0.43,-7,5,-0.5
"5431","C18H19O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3043,0.3333,1.06,0.61,-2,10,-0.1111
"5432","C15H23O11N1S1","Carb","aliphatic","aliphatic+N",-0.3333,0.2667,1.53,0.73,-8,5,-0.5333
"5433","C15H23O13N1","Carb","aliphatic","aliphatic+N",-0.3333,0.4,1.53,0.87,-9,5,-0.6
"5434","C19H23O10N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2308,0,1.21,0.53,-2,9,-0.1053
"5435","C16H27O10N1S1","AminoSugar","aliphatic","aliphatic+N",-0.3333,-0.125,1.69,0.62,-8,4,-0.5
"5436","C18H23O9N3","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,0.2222,1.28,0.5,-3,9,-0.1667
"5437","C19H27O4N3S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.0833,-0.3158,1.42,0.21,-1,8,-0.0526
"5438","C16H27O12N1","Carb","aliphatic","aliphatic+N",-0.3333,0,1.69,0.75,-9,4,-0.5625
"5439","C19H28O4N3S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0833,-0.4737,1.47,0.21,-1,8,-0.0526
"5440","C20H27O9N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1724,-0.3,1.35,0.45,-2,8,-0.1
"5441","C31H23O1N1","ConHC","condensed aromatic","condensed aromatic",0.661,-0.5806,0.74,0.03,19,21,0.6129
"5442","C17H31O11N1","AminoSugar","aliphatic","aliphatic+N",-0.3333,-0.3529,1.82,0.65,-9,3,-0.5294
"5443","C20H31O5N3S1","Lipid","aliphatic","aliphatic+N",0.037,-0.5,1.55,0.25,-2,7,-0.1
"5444","C16H31O10N3","AminoSugar","aliphatic","aliphatic+N",-0.625,-0.125,1.94,0.62,-10,3,-0.625
"5445","C21H31O8N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.5714,1.48,0.38,-2,7,-0.0952
"5446","C18H35O8N1S1","Protein","aliphatic","aliphatic+N",-0.3333,-0.7778,1.94,0.44,-8,2,-0.4444
"5447","C18H35O10N1","AminoSugar","aliphatic","aliphatic+N",-0.3333,-0.6667,1.94,0.56,-9,2,-0.5
"5448","C22H36O5N1P1","Lipid","aliphatic","aliphatic+N",0.0857,-1.0455,1.64,0.23,-1,6,-0.0455
"5449","C22H35O7N1","Protein","aliphatic","aliphatic+N",0.0857,-0.8182,1.59,0.32,-2,6,-0.0909
"5450","C19H40O7N1P1","Protein","aliphatic","lipid",-0.3333,-1.2105,2.11,0.37,-8,1,-0.4211
"5451","C19H39O9N1","Protein","aliphatic","lipid",-0.3333,-0.9474,2.05,0.47,-9,1,-0.4737
"5452","C23H39O6N1","Lipid","aliphatic","aliphatic+N",0.0526,-1.0435,1.7,0.26,-2,5,-0.087
"5453","C15H6O11S2","ConHC","condensed aromatic","condensed aromatic",0.7333,1.3333,0.4,0.73,0,13,0
"5454","C14H6O14N2","Other","condensed aromatic","condensed aromatic",0.8,2,0.43,1,-3,13,-0.2143
"5455","C19H10O6N2S2","ConHC","condensed aromatic","condensed aromatic",0.75,0.6316,0.53,0.32,6,16,0.3158
"5456","C16H10O14","ConHC","aromatic","aromatic",0.5556,1.125,0.62,0.88,-2,12,-0.125
"5457","C13H14O14S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2,1.2308,1.08,1.08,-8,7,-0.6154
"5458","C12H14O13N2S1","Tannin","unsaturated/lignin","unsaturated/lignin",-1,1.6667,1.17,1.08,-9,7,-0.75
"5459","C20H10O11","ConHC","condensed aromatic","condensed aromatic",0.7241,0.6,0.5,0.55,5,16,0.25
"5460","C25H15O1S2P1","ConHC","condensed aromatic","condensed aromatic",0.7209,-0.36,0.6,0.04,15,19,0.6
"5461","C17H14O13","Tannin","unsaturated/lignin","unsaturated/lignin",0.4286,0.7059,0.82,0.76,-2,11,-0.1176
"5462","C14H18O13S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2308,0.7143,1.29,0.93,-8,6,-0.5714
"5463","C21H14O10","ConHC","aromatic","aromatic",0.625,0.2857,0.67,0.48,5,15,0.2381
"5464","C24H15O2N2S1P1","ConHC","condensed aromatic","condensed aromatic",0.7368,-0.125,0.62,0.08,13,19,0.5417
"5465","C18H18O10S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.2222,1,0.56,-1,10,-0.0556
"5466","C15H22O10S2","Tannin","unsaturated/lignin","unsaturated/lignin",-0.25,0.1333,1.47,0.67,-7,5,-0.4667
"5467","C12H27O10S2P1","Other","aliphatic","lipid",-2,-0.25,2.25,0.83,-13,0,-1.0833
"5468","C18H18O12","Tannin","unsaturated/lignin","unsaturated/lignin",0.3333,0.3333,1,0.67,-2,10,-0.1111
"5469","C29H15O2P1","ConHC","condensed aromatic","condensed aromatic",0.7778,-0.3793,0.52,0.07,20,23,0.6897
"5470","C15H22O12S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.25,0.2667,1.47,0.8,-8,5,-0.5333
"5471","C19H23O7S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-0.3684,1.21,0.37,0,9,0
"5472","C17H18O11N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.2632,0.5882,1.06,0.65,-3,10,-0.1765
"5473","C22H18O9","Lignin","aromatic","aromatic",0.5429,0,0.82,0.41,5,14,0.2273
"5474","C23H22O4S2","Lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.4348,0.96,0.17,7,13,0.3043
"5475","C19H22O9S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-0.1053,1.16,0.47,-1,9,-0.0526
"5476","C15H22O14","Tannin","unsaturated/lignin","unsaturated/lignin",-0.25,0.4,1.47,0.93,-9,5,-0.6
"5477","C12H26O14S1","Other","aliphatic","carbohydrate",-2,0.3333,2.17,1.17,-15,0,-1.25
"5478","C26H18O6","ConHC","aromatic","aromatic",0.6522,-0.2308,0.69,0.23,12,18,0.4615
"5479","C23H22O6S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.3478,0.96,0.26,6,13,0.2609
"5480","C19H22O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.2593,0,1.16,0.58,-2,9,-0.1053
"5481","C30H19O1P1","ConHC","condensed aromatic","condensed aromatic",0.7193,-0.5667,0.63,0.03,20,22,0.6667
"5482","C16H26O11S1","AminoSugar","aliphatic","aliphatic",-0.2632,-0.125,1.62,0.69,-8,4,-0.5
"5483","C15H27O8N2S1P1","Protein","aliphatic","aliphatic+N",-0.5714,-0.2,1.8,0.53,-8,4,-0.5333
"5484","C18H22O10N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.1818,0.2222,1.22,0.56,-3,9,-0.1667
"5485","C16H27O11P1","AminoSugar","aliphatic","aliphatic",-0.2632,-0.3125,1.69,0.69,-8,4,-0.5
"5486","C23H22O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.2609,0.96,0.35,5,13,0.2174
"5487","C20H26O8S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.4,1.3,0.4,-1,8,-0.05
"5488","C16H26O13","Carb","aliphatic","aliphatic",-0.2632,0,1.62,0.81,-9,4,-0.5625
"5489","C16H31O5N2S2P1","Protein","aliphatic","aliphatic+N",-0.5294,-0.6875,1.94,0.31,-7,3,-0.4375
"5490","C24H27O3S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4146,-0.7917,1.12,0.12,7,12,0.2917
"5491","C23H26O2N2S2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3889,-0.5217,1.13,0.09,6,12,0.2609
"5492","C20H27O8P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.55,1.35,0.4,-1,8,-0.05
"5493","C15H26O12N2","Carb","aliphatic","aliphatic+N",-0.5714,0.2667,1.73,0.8,-10,4,-0.6667
"5494","C20H26O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.3,1.3,0.5,-2,8,-0.1
"5495","C17H30O10S1","AminoSugar","aliphatic","aliphatic",-0.2727,-0.4706,1.76,0.59,-8,3,-0.4706
"5496","C19H26O9N2","Lignin","unsaturated/lignin","unsaturated/lignin",0.12,-0.1053,1.37,0.47,-3,8,-0.1579
"5497","C16H30O9N2S1","AminoSugar","aliphatic","aliphatic+N",-0.5294,-0.25,1.88,0.56,-9,3,-0.5625
"5498","C24H26O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.4146,-0.5,1.08,0.29,5,12,0.2083
"5499","C21H30O7S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1515,-0.6667,1.43,0.33,-1,7,-0.0476
"5500","C17H30O12","Carb","aliphatic","aliphatic",-0.2727,-0.3529,1.76,0.71,-9,3,-0.5294
"5501","C17H35O4N2S2P1","Lipid","aliphatic","lipid",-0.5,-1,2.06,0.24,-7,2,-0.4118
"5502","C24H30O1N2S2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3333,-0.75,1.25,0.04,6,11,0.25
"5503","C21H31O7P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1515,-0.8095,1.48,0.33,-1,7,-0.0476
"5504","C16H30O11N2","AminoSugar","aliphatic","aliphatic+N",-0.5294,-0.125,1.88,0.69,-10,3,-0.625
"5505","C25H30O4S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.8,1.2,0.16,6,11,0.24
"5506","C21H30O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.1515,-0.5714,1.43,0.43,-2,7,-0.0952
"5507","C22H34O4S2","Lipid","aliphatic","aliphatic",0.1111,-1,1.55,0.18,0,6,0
"5508","C18H34O9S1","Protein","aliphatic","aliphatic",-0.28,-0.7778,1.89,0.5,-8,2,-0.4444
"5509","C32H26O1","UnsatHC","aromatic","aromatic",0.619,-0.75,0.81,0.03,19,20,0.5938
"5510","C22H35O4S1P1","Lipid","aliphatic","aliphatic",0.1111,-1.1364,1.59,0.18,0,6,0
"5511","C19H39O4S2P1","Lipid","aliphatic","lipid",-0.2857,-1.4211,2.05,0.21,-6,1,-0.3158
